time;H_sun;temp;wind_speed
20190806:0110;0.0;19.8;1.03
20190806:0210;0.0;19.23;1.1
20190806:0310;0.0;18.7;1.17
20190806:0410;0.0;18.32;1.24
20190806:0510;10.24;18.53;1.1
20190806:0610;21.14;21.28;0.48
20190806:0710;32.15;24.44;0.76
20190806:0810;42.91;26.68;1.24
20190806:0910;52.78;28.4;1.59
20190806:1010;60.55;29.74;1.86
20190806:1110;64.07;30.64;1.93
20190806:1210;61.62;31.47;2.07
20190806:1310;54.46;31.93;2.21
20190806:1410;44.86;31.9;2.34
20190806:1510;34.22;31.32;2.48
20190806:1610;23.22;30.14;2.34
20190806:1710;12.28;28.62;2.07
20190806:1810;0.0;26.64;1.66
20190806:1910;0.0;25.04;1.31
20190806:2010;0.0;23.44;1.17
20190806:2110;0.0;22.19;1.1
20190806:2210;0.0;21.26;1.31
20190806:2310;0.0;20.38;1.52
20190807:0010;0.0;19.8;1.38
20190807:0110;0.0;19.7;1.1
20190807:0210;0.0;19.09;1.24
20190807:0310;0.0;18.48;1.52
20190807:0410;0.0;18.21;1.52
20190807:0510;10.08;18.56;1.31
20190807:0610;20.98;21.73;0.76
20190807:0710;32.0;25.3;1.17
20190807:0810;42.74;27.76;1.86
20190807:0910;52.58;29.61;2.34
20190807:1010;60.31;31.04;2.69
20190807:1110;63.79;32.04;2.9
20190807:1210;61.36;32.67;3.1
20190807:1310;54.22;32.68;3.38
20190807:1410;44.65;32.27;3.45
20190807:1510;34.02;31.47;3.31
20190807:1610;23.03;30.46;3.1
20190807:1710;12.08;29.03;2.62
20190807:1810;0.0;27.19;2.14
20190807:1910;0.0;25.73;1.79
20190807:2010;0.0;24.17;1.52
20190807:2110;0.0;22.81;1.45
20190807:2210;0.0;21.83;1.52
20190807:2310;0.0;21.12;1.59
20190808:0010;0.0;20.66;1.52
20190808:0110;0.0;20.35;1.38
20190808:0210;0.0;20.17;1.31
20190808:0310;0.0;19.96;1.38
20190808:0410;0.0;19.94;1.31
20190808:0510;9.92;20.63;1.03
20190808:0610;20.83;22.65;0.28
20190808:0710;31.84;25.31;0.07
20190808:0810;42.56;26.99;0.76
20190808:0910;52.38;28.47;1.38
20190808:1010;60.07;29.76;1.52
20190808:1110;63.51;30.5;1.72
20190808:1210;61.08;31.28;2.07
20190808:1310;53.98;31.42;2.07
20190808:1410;44.43;31.13;2.0
20190808:1510;33.81;28.25;2.14
20190808:1610;22.82;27.21;1.45
20190808:1710;11.87;25.1;1.1
20190808:1810;0.0;24.29;0.83
20190808:1910;0.0;24.73;1.24
20190808:2010;0.0;23.59;1.17
20190808:2110;0.0;22.65;1.17
20190808:2210;0.0;21.96;1.17
20190808:2310;0.0;21.48;1.03
20190809:0010;0.0;20.94;0.97
20190809:0110;0.0;20.1;1.1
20190809:0210;0.0;19.49;1.17
20190809:0310;0.0;18.98;1.17
20190809:0410;0.0;18.5;1.17
20190809:0510;9.75;18.82;0.97
20190809:0610;20.67;21.86;0.62
20190809:0710;31.68;25.29;0.83
20190809:0810;42.39;27.74;0.9
20190809:0910;52.18;29.91;1.03
20190809:1010;59.83;31.58;1.17
20190809:1110;63.23;32.83;1.24
20190809:1210;60.81;33.66;1.38
20190809:1310;53.73;34.17;1.59
20190809:1410;44.21;34.31;1.66
20190809:1510;33.6;34.12;1.72
20190809:1610;22.62;33.51;1.93
20190809:1710;11.66;32.23;1.79
20190809:1810;0.0;30.01;1.66
20190809:1910;0.0;28.09;1.17
20190809:2010;0.0;26.42;1.03
20190809:2110;0.0;25.25;0.97
20190809:2210;0.0;24.57;0.83
20190809:2310;0.0;24.57;0.62
20190810:0010;0.0;24.23;0.28
20190810:0110;0.0;23.63;0.34
20190810:0210;0.0;22.75;0.48
20190810:0310;0.0;22.12;0.76
20190810:0410;0.0;21.76;0.83
20190810:0510;9.59;21.75;0.69
20190810:0610;20.51;23.81;0.28
20190810:0710;31.51;27.51;0.34
20190810:0810;42.21;29.43;0.62
20190810:0910;51.97;30.94;0.97
20190810:1010;59.58;32.23;1.1
20190810:1110;62.94;33.32;1.1
20190810:1210;60.52;34.18;1.17
20190810:1310;53.48;34.75;1.31
20190810:1410;43.98;34.94;1.59
20190810:1510;33.39;34.65;1.79
20190810:1610;22.4;33.77;1.93
20190810:1710;11.44;32.29;1.66
20190810:1810;0.0;30.3;1.31
20190810:1910;0.0;28.27;0.9
20190810:2010;0.0;26.55;0.97
20190810:2110;0.0;25.28;0.9
20190810:2210;0.0;24.76;0.76
20190810:2310;0.0;24.69;0.62
20190811:0010;0.0;24.13;0.69
20190811:0110;0.0;23.74;0.69
20190811:0210;0.0;23.14;0.83
20190811:0310;0.0;22.5;0.9
20190811:0410;0.0;21.95;0.97
20190811:0510;9.42;21.69;0.97
20190811:0610;20.35;23.77;0.34
20190811:0710;31.35;27.91;0.28
20190811:0810;42.04;30.41;0.48
20190811:0910;51.77;32.36;0.76
20190811:1010;59.32;33.93;1.1
20190811:1110;62.65;35.13;1.52
20190811:1210;60.24;35.97;1.79
20190811:1310;53.22;36.35;1.86
20190811:1410;43.75;36.33;2.0
20190811:1510;33.17;35.86;2.21
20190811:1610;22.18;34.87;2.21
20190811:1710;11.22;33.29;1.59
20190811:1810;0.0;31.28;1.03
20190811:1910;0.0;28.84;1.03
20190811:2010;0.0;27.21;1.03
20190811:2110;0.0;26.06;0.9
20190811:2210;0.0;25.61;0.9
20190811:2310;0.0;25.27;0.76
20190812:0010;0.0;24.6;0.76
20190812:0110;0.0;23.97;0.76
20190812:0210;0.0;23.48;0.83
20190812:0310;0.0;23.13;0.83
20190812:0410;0.0;22.89;0.83
20190812:0510;9.25;22.79;0.83
20190812:0610;20.18;23.71;0.41
20190812:0710;31.19;28.38;0.34
20190812:0810;41.86;31.48;0.69
20190812:0910;51.56;33.42;1.38
20190812:1010;59.07;34.77;1.45
20190812:1110;62.36;35.79;1.66
20190812:1210;59.94;36.44;1.86
20190812:1310;52.96;36.75;1.45
20190812:1410;43.51;36.87;1.45
20190812:1510;32.94;36.59;2.41
20190812:1610;21.96;35.41;2.55
20190812:1710;10.99;33.69;1.66
20190812:1810;0.0;31.73;1.17
20190812:1910;0.0;29.57;0.41
20190812:2010;0.0;28.28;0.69
20190812:2110;0.0;27.45;0.55
20190812:2210;0.0;26.89;0.34
20190812:2310;0.0;26.15;0.34
20190813:0010;0.0;25.42;0.41
20190813:0110;0.0;25.07;0.41
20190813:0210;0.0;24.23;0.69
20190813:0310;0.0;24.37;0.41
20190813:0410;0.0;23.85;0.69
20190813:0510;9.08;23.62;0.62
20190813:0610;20.02;24.66;0.28
20190813:0710;31.02;28.67;0.21
20190813:0810;41.68;31.16;0.21
20190813:0910;51.34;32.87;0.69
20190813:1010;58.81;34.13;1.31
20190813:1110;62.06;34.33;1.52
20190813:1210;59.65;35.18;1.79
20190813:1310;52.69;32.08;3.17
20190813:1410;43.26;31.4;1.52
20190813:1510;32.71;32.73;1.86
20190813:1610;21.73;32.15;2.28
20190813:1710;10.76;31.25;2.28
20190813:1810;0.0;29.56;1.93
20190813:1910;0.0;27.42;1.66
20190813:2010;0.0;26.21;1.59
20190813:2110;0.0;25.07;1.31
20190813:2210;0.0;23.96;1.17
20190813:2310;0.0;23.13;0.97
20190814:0010;0.0;22.7;0.83
20190814:0110;0.0;22.21;0.69
20190814:0210;0.0;21.86;0.48
20190814:0310;0.0;21.5;0.21
20190814:0410;0.0;20.67;0.34
20190814:0510;8.91;20.21;0.97
20190814:0610;19.86;21.36;1.03
20190814:0710;30.85;22.47;0.41
20190814:0810;41.49;24.35;0.9
20190814:0910;51.13;26.04;1.38
20190814:1010;58.55;27.76;1.86
20190814:1110;61.75;28.92;2.14
20190814:1210;59.34;29.81;2.41
20190814:1310;52.42;29.95;2.62
20190814:1410;43.01;29.48;2.83
20190814:1510;32.47;28.53;3.31
20190814:1610;21.5;26.92;3.24
20190814:1710;10.53;25.76;2.83
20190814:1810;0.0;24.42;2.41
20190814:1910;0.0;23.88;2.34
20190814:2010;0.0;22.66;1.93
20190814:2110;0.0;21.82;1.79
20190814:2210;0.0;21.12;1.72
20190814:2310;0.0;20.57;1.79
20190815:0010;0.0;19.82;1.86
20190815:0110;0.0;19.41;1.79
20190815:0210;0.0;18.9;1.79
20190815:0310;0.0;18.34;1.72
20190815:0410;0.0;17.89;1.72
20190815:0510;8.74;17.77;1.66
20190815:0610;19.69;19.82;1.66
20190815:0710;30.68;21.78;1.45
20190815:0810;41.31;23.95;1.52
20190815:0910;50.91;25.98;1.59
20190815:1010;58.28;27.52;1.79
20190815:1110;61.45;28.71;1.86
20190815:1210;59.04;29.5;2.0
20190815:1310;52.14;29.98;2.07
20190815:1410;42.76;30.2;2.14
20190815:1510;32.23;30.02;2.21
20190815:1610;21.26;29.52;2.21
20190815:1710;10.29;28.55;1.79
20190815:1810;0.0;26.82;1.66
20190815:1910;0.0;25.14;1.52
20190815:2010;0.0;23.27;1.17
20190815:2110;0.0;22.07;1.03
20190815:2210;0.0;21.43;0.83
20190815:2310;0.0;21.3;0.55
20190816:0010;0.0;20.9;0.21
20190816:0110;0.0;20.48;0.28
20190816:0210;0.0;20.0;0.62
20190816:0310;0.0;19.83;0.55
20190816:0410;0.0;19.47;0.62
20190816:0510;8.57;19.13;0.69
20190816:0610;19.53;19.65;0.34
20190816:0710;30.51;23.12;1.24
20190816:0810;41.12;25.05;1.38
20190816:0910;50.69;26.84;1.24
20190816:1010;58.01;28.22;1.45
20190816:1110;61.13;29.29;1.66
20190816:1210;58.73;30.06;1.93
20190816:1310;51.85;30.38;2.34
20190816:1410;42.5;30.49;2.41
20190816:1510;31.98;29.94;2.55
20190816:1610;21.02;29.26;2.62
20190816:1710;10.04;27.94;2.28
20190816:1810;0.0;26.36;1.93
20190816:1910;0.0;25.08;1.66
20190816:2010;0.0;23.89;1.24
20190816:2110;0.0;22.5;0.97
20190816:2210;0.0;21.99;0.69
20190816:2310;0.0;21.71;0.55
20190817:0010;0.0;20.97;0.55
20190817:0110;0.0;20.27;0.69
20190817:0210;0.0;19.61;0.76
20190817:0310;0.0;18.86;0.9
20190817:0410;0.0;17.85;0.97
20190817:0510;8.39;17.62;0.9
20190817:0610;19.36;19.88;0.28
20190817:0710;30.34;22.98;0.07
20190817:0810;40.93;25.05;0.41
20190817:0910;50.47;26.99;0.62
20190817:1010;57.74;28.53;0.97
20190817:1110;60.82;29.69;1.1
20190817:1210;58.41;30.57;1.24
20190817:1310;51.56;31.16;1.31
20190817:1410;42.23;31.44;1.31
20190817:1510;31.73;31.23;1.52
20190817:1610;20.78;30.48;1.93
20190817:1710;9.79;29.09;2.14
20190817:1810;0.0;27.08;2.0
20190817:1910;0.0;25.1;1.24
20190817:2010;0.0;23.78;0.9
20190817:2110;0.0;22.45;0.97
20190817:2210;0.0;21.48;1.03
20190817:2310;0.0;20.93;0.9
20190818:0010;0.0;20.87;0.69
20190818:0110;0.0;20.68;0.55
20190818:0210;0.0;20.15;0.55
20190818:0310;0.0;19.51;0.55
20190818:0410;0.0;18.91;0.55
20190818:0510;8.22;18.48;0.55
20190818:0610;19.19;20.1;0.21
20190818:0710;30.17;23.98;0.34
20190818:0810;40.74;26.42;0.34
20190818:0910;50.24;28.35;0.83
20190818:1010;57.46;29.82;1.38
20190818:1110;60.5;30.89;1.72
20190818:1210;58.09;31.57;1.86
20190818:1310;51.27;31.86;2.0
20190818:1410;41.96;31.73;2.0
20190818:1510;31.48;31.13;2.28
20190818:1610;20.53;30.06;2.41
20190818:1710;9.54;28.54;1.93
20190818:1810;0.0;26.74;1.17
20190818:1910;0.0;25.0;1.1
20190818:2010;0.0;23.58;1.1
20190818:2110;0.0;22.49;0.9
20190818:2210;0.0;22.51;0.62
20190818:2310;0.0;22.02;0.48
20190819:0010;0.0;21.45;0.48
20190819:0110;0.0;20.96;0.48
20190819:0210;0.0;20.54;0.55
20190819:0310;0.0;20.18;0.69
20190819:0410;0.0;19.94;0.69
20190819:0510;8.05;19.78;0.69
20190819:0610;19.02;20.72;0.21
20190819:0710;29.99;24.99;0.14
20190819:0810;40.55;27.57;0.62
20190819:0910;50.01;29.52;1.17
20190819:1010;57.18;30.93;1.59
20190819:1110;60.18;31.96;1.72
20190819:1210;57.77;32.63;1.79
20190819:1310;50.97;33.03;1.86
20190819:1410;41.69;33.11;2.07
20190819:1510;31.22;32.59;2.28
20190819:1610;20.27;31.6;2.34
20190819:1710;9.28;30.11;1.79
20190819:1810;0.0;28.17;1.31
20190819:1910;0.0;26.45;0.9
20190819:2010;0.0;24.88;0.76
20190819:2110;0.0;23.97;0.69
20190819:2210;0.0;23.37;0.69
20190819:2310;0.0;22.67;0.69
20190820:0010;0.0;22.11;0.69
20190820:0110;0.0;21.65;0.62
20190820:0210;0.0;21.27;0.69
20190820:0310;0.0;20.84;0.76
20190820:0410;0.0;20.39;0.9
20190820:0510;7.87;19.99;0.97
20190820:0610;18.85;21.37;0.48
20190820:0710;29.82;26.06;0.34
20190820:0810;40.35;29.09;0.34
20190820:0910;49.78;31.4;0.76
20190820:1010;56.9;33.02;1.31
20190820:1110;59.85;34.14;1.52
20190820:1210;57.44;34.85;1.59
20190820:1310;50.67;35.18;1.72
20190820:1410;41.41;35.08;2.07
20190820:1510;30.95;34.41;2.55
20190820:1610;20.01;32.94;3.03
20190820:1710;9.02;30.86;2.55
20190820:1810;0.0;28.71;1.86
20190820:1910;0.0;27.18;1.24
20190820:2010;0.0;25.72;0.97
20190820:2110;0.0;24.51;0.76
20190820:2210;0.0;24.03;0.69
20190820:2310;0.0;23.8;0.62
20190821:0010;0.0;23.23;0.55
20190821:0110;0.0;22.79;0.41
20190821:0210;0.0;22.46;0.34
20190821:0310;0.0;21.97;0.41
20190821:0410;0.0;21.43;0.55
20190821:0510;7.7;21.18;0.62
20190821:0610;18.68;21.84;0.21
20190821:0710;29.64;26.13;0.07
20190821:0810;40.16;28.73;0.55
20190821:0910;49.55;30.61;1.1
20190821:1010;56.62;32.17;1.52
20190821:1110;59.53;33.29;1.59
20190821:1210;57.11;34.13;1.52
20190821:1310;50.36;34.51;1.66
20190821:1410;41.13;34.55;1.93
20190821:1510;30.69;33.4;2.34
20190821:1610;19.75;32.4;2.41
20190821:1710;8.75;31.04;1.93
20190821:1810;0.0;29.11;1.52
20190821:1910;0.0;27.6;1.52
20190821:2010;0.0;26.18;1.38
20190821:2110;0.0;24.97;1.17
20190821:2210;0.0;24.32;0.9
20190821:2310;0.0;24.43;0.48
20190822:0010;0.0;24.05;0.28
20190822:0110;0.0;23.53;0.28
20190822:0210;0.0;22.89;0.34
20190822:0310;0.0;22.27;0.48
20190822:0410;0.0;21.63;0.55
20190822:0510;7.52;21.42;0.62
20190822:0610;18.51;22.76;0.34
20190822:0710;29.46;26.04;0.14
20190822:0810;39.96;28.07;0.21
20190822:0910;49.32;30.23;0.48
20190822:1010;56.33;31.71;0.76
20190822:1110;59.19;32.91;1.1
20190822:1210;56.77;33.81;1.59
20190822:1310;50.05;32.7;1.93
20190822:1410;40.84;32.1;1.52
20190822:1510;30.41;31.05;0.62
20190822:1610;19.48;28.38;1.45
20190822:1710;8.48;27.4;0.83
20190822:1810;0.0;26.75;0.83
20190822:1910;0.0;26.82;0.76
20190822:2010;0.0;25.61;0.9
20190822:2110;0.0;24.42;1.03
20190822:2210;0.0;23.34;1.03
20190822:2310;0.0;22.65;0.97
20190823:0010;0.0;22.29;0.83
20190823:0110;0.0;21.61;0.83
20190823:0210;0.0;20.69;0.97
20190823:0310;0.0;20.07;1.17
20190823:0410;0.0;19.81;1.17
20190823:0510;7.34;19.83;0.97
20190823:0610;18.33;21.76;0.62
20190823:0710;29.28;24.54;1.03
20190823:0810;39.76;26.71;1.24
20190823:0910;49.08;28.82;1.24
20190823:1010;56.04;30.45;1.24
20190823:1110;58.86;31.53;1.52
20190823:1210;56.44;31.07;2.69
20190823:1310;49.74;26.55;2.55
20190823:1410;40.55;25.07;0.76
20190823:1510;30.14;25.95;0.48
20190823:1610;19.21;26.13;0.76
20190823:1710;8.21;25.79;0.76
20190823:1810;0.0;25.07;0.69
20190823:1910;0.0;23.89;0.97
20190823:2010;0.0;22.71;1.1
20190823:2110;0.0;21.82;1.1
20190823:2210;0.0;21.14;1.17
20190823:2310;0.0;20.49;1.1
20190824:0010;0.0;19.91;1.17
20190824:0110;0.0;19.42;1.17
20190824:0210;0.0;19.03;1.17
20190824:0310;0.0;18.8;1.17
20190824:0410;0.0;18.63;1.17
20190824:0510;7.16;18.52;1.03
20190824:0610;18.16;20.8;0.69
20190824:0710;29.1;23.33;1.03
20190824:0810;39.55;25.61;0.76
20190824:0910;48.84;27.65;0.62
20190824:1010;55.74;28.96;0.55
20190824:1110;58.52;29.45;0.97
20190824:1210;56.09;29.35;0.76
20190824:1310;49.42;29.03;1.1
20190824:1410;40.25;26.15;1.52
20190824:1510;29.85;24.69;0.62
20190824:1610;18.93;24.06;0.83
20190824:1710;7.93;23.67;0.41
20190824:1810;0.0;23.36;0.48
20190824:1910;0.0;22.43;1.03
20190824:2010;0.0;21.23;0.9
20190824:2110;0.0;20.44;0.9
20190824:2210;0.0;19.64;1.03
20190824:2310;0.0;18.92;1.1
20190825:0010;0.0;18.65;1.03
20190825:0110;0.0;18.22;1.1
20190825:0210;0.0;17.94;1.1
20190825:0310;0.0;17.73;1.03
20190825:0410;0.0;17.51;1.1
20190825:0510;6.99;17.46;1.03
20190825:0610;17.99;19.73;0.48
20190825:0710;28.92;22.67;0.34
20190825:0810;39.35;25.32;0.55
20190825:0910;48.59;27.27;0.62
20190825:1010;55.45;28.76;0.69
20190825:1110;58.18;29.78;1.03
20190825:1210;55.75;30.32;1.31
20190825:1310;49.09;30.61;1.52
20190825:1410;39.95;28.16;0.48
20190825:1510;29.57;26.89;0.21
20190825:1610;18.65;26.18;0.62
20190825:1710;7.65;25.65;0.48
20190825:1810;0.0;24.84;0.34
20190825:1910;0.0;24.04;0.55
20190825:2010;0.0;23.71;0.55
20190825:2110;0.0;23.23;0.28
20190825:2210;0.0;22.52;0.55
20190825:2310;0.0;21.03;0.83
20190826:0010;0.0;20.4;0.83
20190826:0110;0.0;19.59;0.97
20190826:0210;0.0;18.72;1.1
20190826:0310;0.0;18.15;1.1
20190826:0410;0.0;17.71;1.03
20190826:0510;6.81;17.55;0.9
20190826:0610;17.81;19.82;0.55
20190826:0710;28.73;23.15;0.28
20190826:0810;39.15;25.26;0.21
20190826:0910;48.35;26.85;0.34
20190826:1010;55.15;28.14;0.83
20190826:1110;57.83;29.07;1.17
20190826:1210;55.4;29.64;1.1
20190826:1310;48.77;29.5;1.1
20190826:1410;39.65;29.32;1.17
20190826:1510;29.28;25.81;0.69
20190826:1610;18.37;25.08;0.69
20190826:1710;7.36;24.34;0.83
20190826:1810;0.0;23.69;0.34
20190826:1910;0.0;22.53;0.48
20190826:2010;0.0;21.74;0.76
20190826:2110;0.0;21.29;0.62
20190826:2210;0.0;21.0;0.55
20190826:2310;0.0;20.02;0.83
20190827:0010;0.0;19.3;0.9
20190827:0110;0.0;18.97;0.76
20190827:0210;0.0;18.65;0.83
20190827:0310;0.0;18.1;1.03
20190827:0410;0.0;17.73;1.1
20190827:0510;6.63;17.67;1.03
20190827:0610;17.63;19.72;0.55
20190827:0710;28.55;22.98;0.41
20190827:0810;38.94;25.27;0.62
20190827:0910;48.1;27.29;0.28
20190827:1010;54.84;28.77;0.14
20190827:1110;57.49;29.79;0.14
20190827:1210;55.04;30.38;0.69
20190827:1310;48.43;30.16;1.24
20190827:1410;39.34;30.16;1.38
20190827:1510;28.99;29.31;1.66
20190827:1610;18.08;28.41;1.45
20190827:1710;7.07;27.26;1.1
20190827:1810;0.0;26.26;0.97
20190827:1910;0.0;25.36;1.24
20190827:2010;0.0;23.9;1.17
20190827:2110;0.0;23.05;1.03
20190827:2210;0.0;22.99;0.76
20190827:2310;0.0;22.92;0.69
20190828:0010;0.0;22.8;0.69
20190828:0110;0.0;21.89;0.9
20190828:0210;0.0;21.71;0.83
20190828:0310;0.0;21.83;0.76
20190828:0410;0.0;21.1;0.9
20190828:0510;6.45;21.28;0.76
20190828:0610;17.46;22.08;0.34
20190828:0710;28.36;24.71;0.21
20190828:0810;38.73;26.67;0.34
20190828:0910;47.85;27.86;0.62
20190828:1010;54.54;28.09;0.41
20190828:1110;57.13;28.58;0.48
20190828:1210;54.69;28.97;0.76
20190828:1310;48.1;29.48;1.66
20190828:1410;39.03;29.1;1.72
20190828:1510;28.69;28.83;1.66
20190828:1610;17.79;28.02;1.79
20190828:1710;6.78;26.99;1.17
20190828:1810;0.0;25.87;0.69
20190828:1910;0.0;24.67;0.69
20190828:2010;0.0;23.55;0.83
20190828:2110;0.0;23.35;0.76
20190828:2210;0.0;23.22;0.48
20190828:2310;0.0;22.61;0.34
20190829:0010;0.0;21.87;0.48
20190829:0110;0.0;21.24;0.69
20190829:0210;0.0;20.17;0.9
20190829:0310;0.0;19.78;0.9
20190829:0410;0.0;19.4;0.9
20190829:0510;6.27;18.96;0.97
20190829:0610;17.28;20.72;0.28
20190829:0710;28.18;24.15;0.34
20190829:0810;38.52;26.28;0.21
20190829:0910;47.6;28.1;0.14
20190829:1010;54.23;29.52;0.62
20190829:1110;56.78;30.57;0.9
20190829:1210;54.33;31.31;1.1
20190829:1310;47.76;31.58;1.93
20190829:1410;38.72;29.17;2.41
20190829:1510;28.39;27.38;0.83
20190829:1610;17.5;26.17;0.48
20190829:1710;6.49;25.46;0.62
20190829:1810;0.0;24.62;0.21
20190829:1910;0.0;25.55;0.41
20190829:2010;0.0;24.55;0.41
20190829:2110;0.0;23.84;0.28
20190829:2210;0.0;23.03;0.28
20190829:2310;0.0;22.44;0.34
20190830:0010;0.0;21.73;0.69
20190830:0110;0.0;20.38;0.9
20190830:0210;0.0;19.38;0.97
20190830:0310;0.0;18.73;0.83
20190830:0410;0.0;18.34;0.83
20190830:0510;6.09;18.03;0.76
20190830:0610;17.1;20.17;0.34
20190830:0710;27.99;24.15;0.62
20190830:0810;38.3;26.6;1.03
20190830:0910;47.34;28.57;0.97
20190830:1010;53.92;30.16;0.55
20190830:1110;56.43;31.09;0.41
20190830:1210;53.97;31.93;0.62
20190830:1310;47.42;32.48;0.9
20190830:1410;38.4;32.03;1.1
20190830:1510;28.09;29.38;1.03
20190830:1610;17.2;27.75;1.45
20190830:1710;6.19;26.72;1.24
20190830:1810;0.0;25.52;1.1
20190830:1910;0.0;24.97;0.97
20190830:2010;0.0;24.76;0.55
20190830:2110;0.0;24.28;0.41
20190830:2210;0.0;23.22;0.62
20190830:2310;0.0;22.39;0.76
20190831:0010;0.0;21.54;0.9
20190831:0110;0.0;20.74;1.03
20190831:0210;0.0;20.06;1.03
20190831:0310;0.0;19.59;1.03
20190831:0410;0.0;19.04;1.1
20190831:0510;5.9;18.7;1.1
20190831:0610;16.92;20.7;0.41
20190831:0710;27.8;24.44;0.48
20190831:0810;38.09;26.55;0.83
20190831:0910;47.08;28.09;1.03
20190831:1010;53.61;29.31;1.03
20190831:1110;56.07;30.35;0.76
20190831:1210;53.6;31.0;0.55
20190831:1310;47.07;31.21;0.83
20190831:1410;38.08;29.62;1.1
20190831:1510;27.78;25.5;0.41
20190831:1610;16.9;25.13;0.9
20190831:1710;5.89;24.15;0.62
20190831:1810;0.0;23.52;0.34
20190831:1910;0.0;22.92;0.41
20190831:2010;0.0;22.1;0.69
20190831:2110;0.0;21.82;0.55
20190831:2210;0.0;21.32;0.62
20190831:2310;0.0;20.18;0.9
20190901:0010;0.0;19.7;0.83
20190901:0110;0.0;19.39;0.76
20190901:0210;0.0;19.04;0.76
20190901:0310;0.0;18.72;0.83
20190901:0410;0.0;18.24;0.9
20190901:0510;5.72;18.15;0.83
20190901:0610;16.74;19.99;0.34
20190901:0710;27.6;22.76;0.28
20190901:0810;37.87;24.99;0.41
20190901:0910;46.82;27.02;0.28
20190901:1010;53.29;28.45;0.55
20190901:1110;55.71;29.32;0.9
20190901:1210;53.23;27.33;0.28
20190901:1310;46.73;28.35;0.69
20190901:1410;37.75;26.32;0.62
20190901:1510;27.47;23.97;0.41
20190901:1610;16.6;23.78;0.97
20190901:1710;5.59;23.27;0.69
20190901:1810;0.0;22.77;0.83
20190901:1910;0.0;21.85;0.97
20190901:2010;0.0;20.87;0.83
20190901:2110;0.0;20.29;0.76
20190901:2210;0.0;20.07;0.69
20190901:2310;0.0;19.61;0.76
20190902:0010;0.0;19.2;0.76
20190902:0110;0.0;18.57;0.83
20190902:0210;0.0;17.94;0.97
20190902:0310;0.0;17.73;0.9
20190902:0410;0.0;17.51;0.9
20190902:0510;5.54;17.67;0.76
20190902:0610;16.56;18.94;0.14
20190902:0710;27.41;21.46;0.14
20190902:0810;37.65;23.45;0.48
20190902:0910;46.56;25.72;0.69
20190902:1010;52.97;27.23;0.83
20190902:1110;55.34;28.41;1.1
20190902:1210;52.86;28.86;1.38
20190902:1310;46.38;29.36;1.52
20190902:1410;37.42;28.65;1.17
20190902:1510;27.16;25.16;1.1
20190902:1610;16.3;22.63;0.48
20190902:1710;5.28;22.1;0.07
20190902:1810;0.0;21.63;0.97
20190902:1910;0.0;20.09;0.9
20190902:2010;0.0;19.61;0.14
20190902:2110;0.0;18.78;0.55
20190902:2210;0.0;18.17;0.9
20190902:2310;0.0;17.62;0.76
20190903:0010;0.0;17.17;0.34
20190903:0110;0.0;17.01;0.62
20190903:0210;0.0;17.19;0.83
20190903:0310;0.0;17.04;1.1
20190903:0410;0.0;16.9;1.31
20190903:0510;5.36;16.91;1.31
20190903:0610;16.37;18.01;1.1
20190903:0710;27.22;20.66;1.38
20190903:0810;37.43;22.29;2.28
20190903:0910;46.3;23.42;2.55
20190903:1010;52.65;24.74;2.69
20190903:1110;54.98;25.54;2.69
20190903:1210;52.49;25.61;3.03
20190903:1310;46.02;24.8;3.38
20190903:1410;37.09;24.52;3.17
20190903:1510;26.85;24.36;3.17
20190903:1610;15.99;23.91;3.03
20190903:1710;4.97;22.77;2.83
20190903:1810;0.0;21.33;2.62
20190903:1910;0.0;20.81;2.28
20190903:2010;0.0;19.7;2.14
20190903:2110;0.0;18.77;2.14
20190903:2210;0.0;18.0;2.0
20190903:2310;0.0;17.39;1.93
20190904:0010;0.0;16.82;1.86
20190904:0110;0.0;16.27;1.79
20190904:0210;0.0;15.84;1.79
20190904:0310;0.0;15.42;1.86
20190904:0410;0.0;15.01;1.79
20190904:0510;5.17;14.69;1.79
20190904:0610;16.19;16.2;1.59
20190904:0710;27.02;19.14;1.86
20190904:0810;37.21;21.38;2.21
20190904:0910;46.03;23.34;2.28
20190904:1010;52.33;24.91;2.21
20190904:1110;54.61;26.18;2.14
20190904:1210;52.11;27.13;1.93
20190904:1310;45.67;28.05;1.72
20190904:1410;36.76;27.83;1.93
20190904:1510;26.53;27.67;2.0
20190904:1610;15.68;26.55;1.93
20190904:1710;4.66;24.93;1.66
20190904:1810;0.0;23.07;1.38
20190904:1910;0.0;21.5;1.52
20190904:2010;0.0;20.1;1.17
20190904:2110;0.0;19.28;0.83
20190904:2210;0.0;19.1;0.69
20190904:2310;0.0;18.42;0.69
20190905:0010;0.0;17.66;0.76
20190905:0110;0.0;16.96;0.83
20190905:0210;0.0;16.53;0.9
20190905:0310;0.0;16.28;0.9
20190905:0410;0.0;16.1;0.83
20190905:0510;4.99;15.91;0.83
20190905:0610;16.0;17.32;0.41
20190905:0710;26.82;20.41;0.28
20190905:0810;36.98;22.83;0.21
20190905:0910;45.76;24.64;0.41
20190905:1010;52.0;26.06;0.76
20190905:1110;54.24;27.11;1.1
20190905:1210;51.74;27.82;1.31
20190905:1310;45.31;28.31;1.52
20190905:1410;36.42;28.01;1.59
20190905:1510;26.21;27.28;1.79
20190905:1610;15.36;26.41;1.79
