time;H_sun;temp;wind_speed
20180928:0110;0.0;10.3;1.24
20180928:0210;0.0;9.8;1.24
20180928:0310;0.0;9.49;1.1
20180928:0410;0.0;9.28;1.03
20180928:0510;0.0;8.96;0.97
20180928:0610;11.46;10.0;0.69
20180928:0710;21.87;13.65;0.76
20180928:0810;31.29;17.71;0.9
20180928:0910;39.0;20.5;1.1
20180928:1010;44.02;22.74;1.17
20180928:1110;45.35;24.43;0.97
20180928:1210;42.69;25.63;0.97
20180928:1310;36.64;26.32;1.24
20180928:1410;28.25;26.5;1.52
20180928:1510;18.42;26.14;1.72
20180928:1610;7.8;24.89;1.31
20180928:1710;0.0;22.68;1.24
20180928:1810;0.0;20.29;0.9
20180928:1910;0.0;20.51;0.55
20180928:2010;0.0;18.98;0.07
20180928:2110;0.0;17.44;0.28
20180928:2210;0.0;16.37;0.48
20180928:2310;0.0;15.53;0.69
20180929:0010;0.0;14.53;0.83
20180929:0110;0.0;13.34;1.03
20180929:0210;0.0;12.17;1.17
20180929:0310;0.0;11.16;1.24
20180929:0410;0.0;10.4;1.31
20180929:0510;0.0;9.91;1.24
20180929:0610;11.25;10.77;1.03
20180929:0710;21.64;15.21;0.69
20180929:0810;31.03;19.5;0.83
20180929:0910;38.69;22.31;0.97
20180929:1010;43.66;24.3;0.9
20180929:1110;44.96;25.7;0.97
20180929:1210;42.29;26.49;1.1
20180929:1310;36.26;26.77;1.38
20180929:1410;27.89;26.63;1.72
20180929:1510;18.08;25.81;1.93
20180929:1610;7.47;24.22;1.72
20180929:1710;0.0;21.96;1.79
20180929:1810;0.0;20.03;1.79
20180929:1910;0.0;18.68;1.72
20180929:2010;0.0;17.23;1.72
20180929:2110;0.0;15.92;1.72
20180929:2210;0.0;14.73;1.59
20180929:2310;0.0;13.71;1.52
20180930:0010;0.0;12.94;1.52
20180930:0110;0.0;12.24;1.45
20180930:0210;0.0;11.66;1.45
20180930:0310;0.0;11.14;1.45
20180930:0410;0.0;10.72;1.45
20180930:0510;0.0;10.34;1.45
20180930:0610;11.04;10.93;1.17
20180930:0710;21.4;14.67;1.1
20180930:0810;30.76;17.83;1.31
20180930:0910;38.38;20.22;1.38
20180930:1010;43.29;22.17;1.45
20180930:1110;44.57;23.55;1.45
20180930:1210;41.89;24.36;1.66
20180930:1310;35.88;24.71;1.72
20180930:1410;27.53;24.6;1.86
20180930:1510;17.74;24.08;1.86
20180930:1610;7.14;22.98;1.38
20180930:1710;0.0;21.45;1.03
20180930:1810;0.0;20.37;0.34
20180930:1910;0.0;18.79;0.48
20180930:2010;0.0;17.63;0.76
20180930:2110;0.0;16.49;0.97
20180930:2210;0.0;15.05;1.17
20180930:2310;0.0;14.0;1.31
20181001:0010;0.0;13.29;1.38
20181001:0110;0.0;12.78;1.45
20181001:0210;0.0;12.4;1.59
20181001:0310;0.0;12.15;1.66
20181001:0410;0.0;12.15;1.66
20181001:0510;0.0;12.67;1.66
20181001:0610;10.82;13.92;1.59
20181001:0710;21.17;16.31;1.59
20181001:0810;30.49;17.73;2.34
20181001:0910;38.06;17.81;2.55
20181001:1010;42.93;17.88;2.55
20181001:1110;44.18;18.64;2.62
20181001:1210;41.5;20.14;2.83
20181001:1310;35.5;21.11;3.03
20181001:1410;27.17;20.52;3.52
20181001:1510;17.4;19.8;3.17
20181001:1610;6.81;19.12;3.03
20181001:1710;0.0;17.61;2.34
20181001:1810;0.0;16.8;2.28
20181001:1910;0.0;15.46;2.14
20181001:2010;0.0;15.09;2.0
20181001:2110;0.0;14.47;2.07
20181001:2210;0.0;14.03;2.07
20181001:2310;0.0;13.76;2.14
20181002:0010;0.0;13.51;2.07
20181002:0110;0.0;13.43;2.0
20181002:0210;0.0;13.19;1.86
20181002:0310;0.0;12.98;1.79
20181002:0410;0.0;12.43;1.72
20181002:0510;0.0;12.11;1.66
20181002:0610;10.61;12.41;1.17
20181002:0710;20.93;13.9;0.76
20181002:0810;30.21;16.15;0.48
20181002:0910;37.74;17.9;0.76
20181002:1010;42.57;19.41;0.28
20181002:1110;43.78;20.14;0.07
20181002:1210;41.1;20.61;0.34
20181002:1310;35.12;20.38;0.62
20181002:1410;26.82;20.48;1.66
20181002:1510;17.07;19.53;2.34
20181002:1610;6.49;18.14;2.41
20181002:1710;0.0;16.55;2.28
20181002:1810;0.0;15.5;2.0
20181002:1910;0.0;15.19;1.86
20181002:2010;0.0;14.27;1.52
20181002:2110;0.0;13.82;1.45
20181002:2210;0.0;12.98;1.31
20181002:2310;0.0;12.5;1.31
20181003:0010;0.0;11.8;1.31
20181003:0110;0.0;11.14;1.31
20181003:0210;0.0;10.64;1.38
20181003:0310;0.0;10.21;1.38
20181003:0410;0.0;9.99;1.38
20181003:0510;0.0;9.79;1.38
20181003:0610;10.39;10.22;1.17
20181003:0710;20.69;13.76;1.17
20181003:0810;29.94;16.86;1.31
20181003:0910;37.43;19.12;1.17
20181003:1010;42.21;21.3;1.1
20181003:1110;43.39;22.89;1.38
20181003:1210;40.71;24.02;1.52
20181003:1310;34.74;24.64;1.59
20181003:1410;26.46;24.75;1.79
20181003:1510;16.73;24.17;2.0
20181003:1610;6.16;22.7;1.93
20181003:1710;0.0;20.46;2.0
20181003:1810;0.0;18.62;1.86
20181003:1910;0.0;17.02;1.66
20181003:2010;0.0;15.75;1.52
20181003:2110;0.0;14.6;1.45
20181003:2210;0.0;13.56;1.52
20181003:2310;0.0;12.77;1.59
20181004:0010;0.0;12.12;1.66
20181004:0110;0.0;11.64;1.59
20181004:0210;0.0;11.42;1.38
20181004:0310;0.0;11.17;1.45
20181004:0410;0.0;10.93;1.45
20181004:0510;0.0;10.74;1.45
20181004:0610;10.18;11.05;1.38
20181004:0710;20.45;15.08;1.17
20181004:0810;29.67;18.46;1.24
20181004:0910;37.11;20.76;1.24
20181004:1010;41.84;22.68;1.31
20181004:1110;43.0;24.39;1.24
20181004:1210;40.32;25.07;1.17
20181004:1310;34.37;25.13;1.17
20181004:1410;26.11;24.56;0.97
20181004:1510;16.39;23.67;0.83
20181004:1610;5.84;22.54;0.62
20181004:1710;0.0;21.08;0.83
20181004:1810;0.0;19.36;1.17
20181004:1910;0.0;17.67;1.17
20181004:2010;0.0;16.4;1.24
20181004:2110;0.0;15.36;1.24
20181004:2210;0.0;14.49;1.31
20181004:2310;0.0;13.84;1.31
20181005:0010;0.0;13.33;1.31
20181005:0110;0.0;12.78;1.38
20181005:0210;0.0;12.39;1.31
20181005:0310;0.0;11.89;1.38
20181005:0410;0.0;11.49;1.45
20181005:0510;0.0;11.35;1.45
20181005:0610;9.96;11.65;1.31
20181005:0710;20.21;14.58;1.17
20181005:0810;29.39;18.3;1.24
20181005:0910;36.79;20.54;1.52
20181005:1010;41.48;22.3;1.66
20181005:1110;42.61;23.83;1.52
20181005:1210;39.93;24.43;1.24
20181005:1310;33.99;24.96;1.38
20181005:1410;25.76;24.51;1.45
20181005:1510;16.06;22.98;1.66
20181005:1610;5.52;21.61;1.45
20181005:1710;0.0;20.36;0.76
20181005:1810;0.0;19.37;0.41
20181005:1910;0.0;18.17;0.76
20181005:2010;0.0;17.27;0.9
20181005:2110;0.0;16.15;1.1
20181005:2210;0.0;15.39;1.24
20181005:2310;0.0;14.65;1.17
20181006:0010;0.0;14.12;1.03
20181006:0110;0.0;14.02;0.83
20181006:0210;0.0;14.43;0.62
20181006:0310;0.0;13.77;0.76
20181006:0410;0.0;13.69;0.69
20181006:0510;0.0;13.25;0.76
20181006:0610;9.74;13.8;0.55
20181006:0710;19.97;14.7;0.62
20181006:0810;29.11;16.15;0.69
20181006:0910;36.47;17.22;0.48
20181006:1010;41.12;18.46;0.62
20181006:1110;42.22;19.75;1.59
20181006:1210;39.54;19.43;2.62
20181006:1310;33.62;17.8;2.69
20181006:1410;25.41;16.81;2.07
20181006:1510;15.73;16.31;1.66
20181006:1610;5.2;15.73;1.79
20181006:1710;0.0;15.53;2.07
20181006:1810;0.0;15.34;1.93
20181006:1910;0.0;15.39;1.72
20181006:2010;0.0;15.14;1.66
20181006:2110;0.0;15.01;1.72
20181006:2210;0.0;14.72;1.52
20181006:2310;0.0;14.54;1.38
20181007:0010;0.0;14.39;1.31
20181007:0110;0.0;14.58;1.24
20181007:0210;0.0;14.58;1.24
20181007:0310;0.0;14.71;1.1
20181007:0410;0.0;14.63;1.03
20181007:0510;0.0;14.68;0.9
20181007:0610;9.52;14.65;0.76
20181007:0710;19.72;15.54;0.34
20181007:0810;28.84;16.25;0.48
20181007:0910;36.15;16.94;0.76
20181007:1010;40.76;17.94;0.62
20181007:1110;41.84;18.9;0.48
20181007:1210;39.15;20.18;0.48
20181007:1310;33.25;19.14;0.21
20181007:1410;25.06;19.56;0.34
20181007:1510;15.4;19.06;0.55
20181007:1610;4.88;18.55;0.69
20181007:1710;0.0;17.5;0.9
20181007:1810;0.0;16.28;0.83
20181007:1910;0.0;16.62;0.76
20181007:2010;0.0;16.15;0.76
20181007:2110;0.0;15.59;0.83
20181007:2210;0.0;15.25;0.69
20181007:2310;0.0;14.25;0.83
20181008:0010;0.0;12.68;1.1
20181008:0110;0.0;12.23;1.03
20181008:0210;0.0;11.94;0.97
20181008:0310;0.0;11.52;0.97
20181008:0410;0.0;11.06;1.03
20181008:0510;0.0;10.61;1.1
20181008:0610;9.3;11.0;0.9
20181008:0710;19.48;13.84;0.69
20181008:0810;28.56;16.57;0.76
20181008:0910;35.83;19.24;0.97
20181008:1010;40.4;21.13;0.97
20181008:1110;41.45;22.46;0.97
20181008:1210;38.76;23.2;1.24
20181008:1310;32.88;23.54;1.52
20181008:1410;24.71;23.37;1.72
20181008:1510;15.07;22.76;1.86
20181008:1610;4.57;21.55;1.45
20181008:1710;0.0;19.94;1.38
20181008:1810;0.0;18.28;1.17
20181008:1910;0.0;17.18;1.17
20181008:2010;0.0;16.49;1.03
20181008:2110;0.0;15.68;1.03
20181008:2210;0.0;14.9;0.97
20181008:2310;0.0;13.98;1.03
20181009:0010;0.0;13.71;0.97
20181009:0110;0.0;13.15;1.03
20181009:0210;0.0;12.37;1.17
20181009:0310;0.0;12.02;1.1
20181009:0410;0.0;11.79;1.03
20181009:0510;0.0;11.56;1.03
20181009:0610;9.07;11.68;0.97
20181009:0710;19.23;14.81;0.83
20181009:0810;28.28;17.32;0.62
20181009:0910;35.5;19.37;0.55
20181009:1010;40.03;20.89;0.62
20181009:1110;41.07;21.53;0.55
20181009:1210;38.38;22.11;0.34
20181009:1310;32.52;22.61;0.28
20181009:1410;24.37;22.7;0.69
20181009:1510;14.75;22.38;0.62
20181009:1610;4.25;20.99;0.55
20181009:1710;0.0;19.25;0.76
20181009:1810;0.0;18.28;0.97
20181009:1910;0.0;17.78;0.34
20181009:2010;0.0;16.96;0.62
20181009:2110;0.0;15.9;0.83
20181009:2210;0.0;15.17;0.9
20181009:2310;0.0;14.42;0.97
20181010:0010;0.0;13.81;1.03
20181010:0110;0.0;13.25;1.1
20181010:0210;0.0;12.95;1.17
20181010:0310;0.0;12.58;1.1
20181010:0410;0.0;12.19;1.1
20181010:0510;0.0;12.02;1.1
20181010:0610;8.85;12.36;0.97
20181010:0710;18.99;14.9;0.9
20181010:0810;28.0;17.86;0.55
20181010:0910;35.18;20.37;0.07
20181010:1010;39.67;22.1;0.62
20181010:1110;40.68;22.94;0.76
20181010:1210;38.0;23.62;0.69
20181010:1310;32.15;23.97;1.03
20181010:1410;24.02;23.46;1.52
20181010:1510;14.42;22.15;1.38
20181010:1610;3.94;20.87;1.03
20181010:1710;0.0;19.69;0.83
20181010:1810;0.0;19.07;0.62
20181010:1910;0.0;18.01;0.69
20181010:2010;0.0;17.2;0.83
20181010:2110;0.0;16.73;0.83
20181010:2210;0.0;16.34;0.83
20181010:2310;0.0;15.29;0.97
20181011:0010;0.0;14.64;1.03
20181011:0110;0.0;14.01;1.17
20181011:0210;0.0;13.93;0.9
20181011:0310;0.0;13.78;0.97
20181011:0410;0.0;13.68;1.1
20181011:0510;0.0;13.96;1.17
20181011:0610;8.63;14.0;1.1
20181011:0710;18.74;15.09;0.76
20181011:0810;27.71;17.92;0.41
20181011:0910;34.86;19.45;0.62
20181011:1010;39.31;20.3;1.1
20181011:1110;40.3;20.64;1.72
20181011:1210;37.62;19.63;1.45
20181011:1310;31.79;18.36;0.55
20181011:1410;23.68;17.73;0.28
20181011:1510;14.1;16.82;0.14
20181011:1610;3.64;16.3;0.21
20181011:1710;0.0;15.8;0.48
20181011:1810;0.0;15.4;0.83
20181011:1910;0.0;15.36;0.83
20181011:2010;0.0;14.97;0.9
20181011:2110;0.0;14.58;1.1
20181011:2210;0.0;14.24;0.9
20181011:2310;0.0;14.06;0.83
20181012:0010;0.0;14.33;0.55
20181012:0110;0.0;13.57;0.83
20181012:0210;0.0;12.61;1.1
20181012:0310;0.0;11.97;1.24
20181012:0410;0.0;11.69;1.17
20181012:0510;0.0;11.35;1.1
20181012:0610;8.4;11.55;0.97
20181012:0710;18.49;13.95;1.17
20181012:0810;27.43;16.14;1.17
20181012:0910;34.54;18.36;0.97
20181012:1010;38.96;20.21;1.1
20181012:1110;39.92;22.07;1.17
20181012:1210;37.24;23.31;1.03
20181012:1310;31.43;23.85;0.9
20181012:1410;23.35;23.96;0.83
20181012:1510;13.79;23.44;0.83
20181012:1610;3.33;21.81;1.31
20181012:1710;0.0;19.33;1.31
20181012:1810;0.0;17.3;1.24
20181012:1910;0.0;16.66;0.97
20181012:2010;0.0;15.02;1.1
20181012:2110;0.0;13.76;1.17
20181012:2210;0.0;12.67;1.24
20181012:2310;0.0;11.87;1.24
20181013:0010;0.0;11.24;1.17
20181013:0110;0.0;10.87;1.1
20181013:0210;0.0;10.52;1.1
20181013:0310;0.0;10.3;1.1
20181013:0410;0.0;10.0;1.17
20181013:0510;0.0;9.79;1.17
20181013:0610;8.18;10.0;1.03
20181013:0710;18.24;12.78;0.76
20181013:0810;27.15;16.03;0.83
20181013:0910;34.22;18.43;0.83
20181013:1010;38.6;20.32;0.9
20181013:1110;39.54;21.73;0.9
20181013:1210;36.86;22.6;0.97
20181013:1310;31.07;22.96;1.17
20181013:1410;23.01;22.94;1.38
20181013:1510;13.47;22.3;1.31
20181013:1610;3.03;20.94;1.24
20181013:1710;0.0;19.18;0.97
20181013:1810;0.0;19.38;0.55
20181013:1910;0.0;18.2;0.76
20181013:2010;0.0;16.12;0.9
20181013:2110;0.0;14.32;1.03
20181013:2210;0.0;12.99;1.17
20181013:2310;0.0;12.15;1.24
20181014:0010;0.0;11.53;1.24
20181014:0110;0.0;10.9;1.31
20181014:0210;0.0;10.43;1.31
20181014:0310;0.0;10.27;1.24
20181014:0410;0.0;10.16;1.24
20181014:0510;0.0;9.85;1.24
20181014:0610;7.95;9.98;1.03
20181014:0710;17.99;12.73;0.69
20181014:0810;26.87;15.63;0.48
20181014:0910;33.89;18.2;0.21
20181014:1010;38.24;19.81;0.34
20181014:1110;39.17;20.95;0.55
20181014:1210;36.49;21.46;0.76
20181014:1310;30.72;21.81;0.97
20181014:1410;22.68;21.79;1.03
20181014:1510;13.16;21.33;0.69
20181014:1610;2.73;20.01;0.69
20181014:1710;0.0;18.14;0.76
20181014:1810;0.0;17.37;0.62
20181014:1910;0.0;17.26;0.62
20181014:2010;0.0;15.91;0.9
20181014:2110;0.0;14.71;0.97
20181014:2210;0.0;13.22;1.17
20181014:2310;0.0;12.1;1.24
20181015:0010;0.0;11.24;1.31
20181015:0110;0.0;10.64;1.31
20181015:0210;0.0;10.38;1.24
20181015:0310;0.0;10.36;1.24
20181015:0410;0.0;10.17;1.17
20181015:0510;0.0;10.22;1.1
20181015:0610;7.72;10.08;1.1
20181015:0710;17.74;12.96;0.83
20181015:0810;26.58;15.96;0.83
20181015:0910;33.57;18.24;0.76
20181015:1010;37.88;19.96;0.76
20181015:1110;38.79;21.23;0.55
20181015:1210;36.12;22.24;0.28
20181015:1310;30.36;22.53;0.62
20181015:1410;22.35;22.49;0.83
20181015:1510;12.85;21.93;0.76
20181015:1610;2.44;20.81;0.62
20181015:1710;0.0;20.1;0.28
20181015:1810;0.0;19.3;0.55
20181015:1910;0.0;16.95;0.97
20181015:2010;0.0;16.15;0.97
20181015:2110;0.0;15.5;1.03
20181015:2210;0.0;14.65;1.17
20181015:2310;0.0;13.94;1.24
20181016:0010;0.0;13.42;1.17
20181016:0110;0.0;12.94;1.1
20181016:0210;0.0;12.67;1.17
20181016:0310;0.0;12.6;1.1
20181016:0410;0.0;12.75;1.03
20181016:0510;0.0;12.43;1.17
20181016:0610;7.49;12.79;0.9
20181016:0710;17.49;15.64;0.69
20181016:0810;26.3;18.19;0.69
20181016:0910;33.25;19.69;0.28
20181016:1010;37.53;20.72;0.07
20181016:1110;38.42;21.47;0.62
20181016:1210;35.75;21.58;1.17
20181016:1310;30.01;20.47;0.76
20181016:1410;22.03;20.29;0.48
20181016:1510;12.54;19.99;0.62
20181016:1610;2.15;19.48;0.14
20181016:1710;0.0;18.93;0.07
20181016:1810;0.0;18.43;0.14
20181016:1910;0.0;18.4;0.48
20181016:2010;0.0;17.34;0.83
20181016:2110;0.0;16.62;0.9
20181016:2210;0.0;16.25;0.83
20181016:2310;0.0;15.65;0.9
20181017:0010;0.0;14.98;1.03
20181017:0110;0.0;14.64;1.1
20181017:0210;0.0;14.34;1.03
20181017:0310;0.0;14.03;1.03
20181017:0410;0.0;13.72;1.17
20181017:0510;0.0;13.79;1.1
20181017:0610;7.26;13.94;1.03
20181017:0710;17.23;16.11;0.69
20181017:0810;26.01;18.65;0.69
20181017:0910;32.93;20.2;0.69
20181017:1010;37.18;21.53;0.28
20181017:1110;38.05;22.21;0.41
20181017:1210;35.39;22.64;0.55
20181017:1310;29.67;22.56;0.55
20181017:1410;21.7;22.69;0.41
20181017:1510;12.24;21.82;0.21
20181017:1610;0.0;20.59;0.48
20181017:1710;0.0;19.76;0.28
20181017:1810;0.0;18.52;0.69
20181017:1910;0.0;18.38;0.62
20181017:2010;0.0;17.2;0.97
20181017:2110;0.0;16.03;1.1
20181017:2210;0.0;15.18;1.24
20181017:2310;0.0;14.61;1.24
20181018:0010;0.0;14.3;1.31
20181018:0110;0.0;14.04;1.24
20181018:0210;0.0;13.97;1.24
20181018:0310;0.0;13.83;1.17
20181018:0410;0.0;13.55;1.24
20181018:0510;0.0;13.27;1.24
20181018:0610;7.03;13.3;1.24
20181018:0710;16.98;15.95;0.97
20181018:0810;25.73;18.85;1.17
20181018:0910;32.61;20.71;1.03
20181018:1010;36.82;22.42;0.55
20181018:1110;37.68;23.64;0.28
20181018:1210;35.02;24.4;0.55
20181018:1310;29.33;24.76;0.83
20181018:1410;21.38;24.64;1.1
20181018:1510;11.94;24.07;1.17
20181018:1610;0.0;22.57;1.31
20181018:1710;0.0;20.77;1.52
20181018:1810;0.0;19.21;1.38
20181018:1910;0.0;17.49;1.03
20181018:2010;0.0;16.78;0.97
20181018:2110;0.0;16.21;0.9
20181018:2210;0.0;15.82;0.9
20181018:2310;0.0;15.25;0.9
20181019:0010;0.0;14.38;1.1
20181019:0110;0.0;13.96;1.1
20181019:0210;0.0;13.71;1.1
20181019:0310;0.0;13.38;1.1
20181019:0410;0.0;12.96;1.17
20181019:0510;0.0;12.56;1.24
20181019:0610;6.8;12.38;1.17
20181019:0710;16.73;14.61;0.69
20181019:0810;25.44;17.53;0.62
20181019:0910;32.29;19.88;0.62
20181019:1010;36.47;21.71;0.62
20181019:1110;37.32;22.96;0.83
20181019:1210;34.66;23.77;0.97
20181019:1310;28.99;24.26;0.9
20181019:1410;21.07;24.33;0.9
20181019:1510;11.65;23.84;1.1
20181019:1610;0.0;22.32;1.31
20181019:1710;0.0;20.26;1.24
20181019:1810;0.0;18.79;0.97
20181019:1910;0.0;17.6;0.83
20181019:2010;0.0;16.69;0.83
20181019:2110;0.0;15.76;0.83
20181019:2210;0.0;14.66;0.9
20181019:2310;0.0;13.61;1.1
20181020:0010;0.0;12.66;1.24
20181020:0110;0.0;11.96;1.17
20181020:0210;0.0;11.56;1.1
20181020:0310;0.0;11.36;1.1
20181020:0410;0.0;11.19;1.17
20181020:0510;0.0;11.02;1.17
20181020:0610;6.57;11.03;1.03
20181020:0710;16.47;13.32;0.9
20181020:0810;25.16;16.67;0.97
20181020:0910;31.97;19.43;1.17
20181020:1010;36.12;21.54;1.24
20181020:1110;36.95;23.09;1.38
20181020:1210;34.31;24.02;1.45
20181020:1310;28.65;24.39;1.59
20181020:1410;20.75;24.25;1.72
20181020:1510;11.35;23.36;1.66
20181020:1610;0.0;21.33;1.86
20181020:1710;0.0;19.34;1.86
20181020:1810;0.0;17.64;1.66
20181020:1910;0.0;16.51;1.59
20181020:2010;0.0;15.31;1.59
20181020:2110;0.0;14.38;1.66
20181020:2210;0.0;13.59;1.66
20181020:2310;0.0;12.72;1.52
20181021:0010;0.0;12.12;1.38
20181021:0110;0.0;11.38;1.38
20181021:0210;0.0;11.03;1.38
20181021:0310;0.0;10.6;1.31
20181021:0410;0.0;10.33;1.24
20181021:0510;0.0;10.0;1.1
20181021:0610;6.34;9.73;1.03
20181021:0710;16.22;10.86;0.9
20181021:0810;24.87;14.25;0.76
20181021:0910;31.65;17.41;0.48
20181021:1010;35.78;19.63;0.41
20181021:1110;36.59;21.02;0.76
20181021:1210;33.95;21.64;1.17
20181021:1310;28.32;21.94;1.52
20181021:1410;20.44;21.5;1.66
20181021:1510;11.07;20.2;1.59
20181021:1610;0.0;18.15;1.86
20181021:1710;0.0;16.13;2.48
20181021:1810;0.0;13.59;3.86
20181021:1910;0.0;13.36;3.24
20181021:2010;0.0;11.55;3.31
20181021:2110;0.0;10.79;2.83
20181021:2210;0.0;10.08;2.9
20181021:2310;0.0;9.26;3.03
20181022:0010;0.0;8.94;3.03
20181022:0110;0.0;8.82;2.9
20181022:0210;0.0;8.71;2.9
20181022:0310;0.0;8.25;3.1
20181022:0410;0.0;8.24;3.03
20181022:0510;0.0;8.43;3.1
20181022:0610;6.11;8.66;3.17
20181022:0710;15.96;9.79;3.24
20181022:0810;24.59;11.08;3.66
20181022:0910;31.33;12.37;3.86
20181022:1010;35.43;12.66;4.21
20181022:1110;36.24;13.52;4.34
20181022:1210;33.6;14.33;4.55
20181022:1310;27.99;14.1;4.07
20181022:1410;20.14;14.42;4.0
20181022:1510;10.78;14.0;3.72
20181022:1610;0.0;13.63;3.72
20181022:1710;0.0;13.09;3.72
20181022:1810;0.0;12.59;3.79
20181022:1910;0.0;12.28;3.79
20181022:2010;0.0;12.02;3.52
20181022:2110;0.0;11.59;3.03
20181022:2210;0.0;11.19;2.69
20181022:2310;0.0;10.64;2.62
20181023:0010;0.0;10.29;2.69
20181023:0110;0.0;10.09;2.76
20181023:0210;0.0;9.94;2.9
20181023:0310;0.0;9.9;2.9
20181023:0410;0.0;9.74;2.69
20181023:0510;0.0;9.57;2.55
20181023:0610;5.87;9.56;2.48
20181023:0710;15.71;11.54;2.48
20181023:0810;24.3;13.96;3.24
20181023:0910;31.02;16.02;3.79
20181023:1010;35.09;17.81;4.0
20181023:1110;35.88;18.87;3.66
20181023:1210;33.26;19.41;3.45
20181023:1310;27.66;19.47;3.38
20181023:1410;19.84;19.11;3.1
20181023:1510;10.5;18.32;2.62
20181023:1610;0.0;16.57;2.34
20181023:1710;0.0;14.73;2.14
20181023:1810;0.0;13.25;1.93
20181023:1910;0.0;12.02;1.72
20181023:2010;0.0;10.63;1.52
20181023:2110;0.0;9.68;1.38
20181023:2210;0.0;8.83;1.38
20181023:2310;0.0;8.17;1.31
20181024:0010;0.0;7.78;1.17
20181024:0110;0.0;7.59;1.1
20181024:0210;0.0;7.28;1.1
20181024:0310;0.0;6.97;1.1
20181024:0410;0.0;6.78;1.1
20181024:0510;0.0;6.74;1.1
20181024:0610;5.64;6.84;1.1
20181024:0710;15.45;9.15;0.48
20181024:0810;24.02;14.08;0.21
20181024:0910;30.7;17.21;0.62
20181024:1010;34.75;19.09;1.03
20181024:1110;35.53;20.43;1.17
20181024:1210;32.91;21.37;1.31
20181024:1310;27.34;21.89;1.52
20181024:1410;19.54;21.86;1.52
20181024:1510;10.22;21.18;1.03
20181024:1610;0.0;19.75;0.9
20181024:1710;0.0;18.61;0.76
20181024:1810;0.0;17.35;0.9
20181024:1910;0.0;16.25;0.9
20181024:2010;0.0;14.26;1.31
20181024:2110;0.0;13.24;1.38
20181024:2210;0.0;12.28;1.59
20181024:2310;0.0;11.48;1.59
20181025:0010;0.0;10.53;1.45
20181025:0110;0.0;9.68;1.31
20181025:0210;0.0;9.53;1.03
20181025:0310;0.0;9.79;0.97
20181025:0410;0.0;9.06;1.17
20181025:0510;0.0;8.41;1.45
20181025:0610;5.41;8.52;1.38
20181025:0710;15.2;11.19;0.97
20181025:0810;23.74;16.59;1.03
20181025:0910;30.39;19.46;1.52
20181025:1010;34.41;20.94;2.34
20181025:1110;35.18;21.78;2.69
20181025:1210;32.58;22.07;2.83
20181025:1310;27.02;21.94;2.9
20181025:1410;19.24;21.27;2.83
20181025:1510;9.95;20.16;2.28
20181025:1610;0.0;18.4;2.0
20181025:1710;0.0;16.88;1.72
20181025:1810;0.0;15.61;1.66
20181025:1910;0.0;14.6;1.59
20181025:2010;0.0;13.63;1.66
20181025:2110;0.0;13.08;1.66
20181025:2210;0.0;12.68;1.59
20181025:2310;0.0;12.42;1.59
20181026:0010;0.0;12.41;1.59
20181026:0110;0.0;13.55;1.52
20181026:0210;0.0;14.09;1.66
20181026:0310;0.0;14.5;1.79
20181026:0410;0.0;14.79;1.86
20181026:0510;0.0;14.85;1.86
20181026:0610;5.18;14.96;1.86
20181026:0710;14.94;15.2;1.59
20181026:0810;23.45;15.92;2.14
20181026:0910;30.08;16.61;2.62
20181026:1010;34.07;16.97;3.1
20181026:1110;34.84;18.26;4.0
20181026:1210;32.24;18.25;3.38
20181026:1310;26.71;18.36;3.93
20181026:1410;18.96;17.97;3.45
20181026:1510;9.68;17.48;3.03
20181026:1610;0.0;16.66;2.55
20181026:1710;0.0;15.77;2.28
20181026:1810;0.0;15.6;2.14
20181026:1910;0.0;15.43;1.93
20181026:2010;0.0;15.34;2.0
20181026:2110;0.0;15.26;2.28
20181026:2210;0.0;15.32;2.48
20181026:2310;0.0;15.21;2.62
20181027:0010;0.0;15.09;2.76
20181027:0110;0.0;14.86;2.9
20181027:0210;0.0;14.76;3.03
20181027:0310;0.0;14.61;3.1
20181027:0410;0.0;14.76;3.17
20181027:0510;0.0;14.98;3.17
20181027:0610;4.94;15.16;3.31
20181027:0710;14.69;16.08;2.55
20181027:0810;23.17;16.59;3.17
20181027:0910;29.77;17.57;4.0
20181027:1010;33.74;17.95;4.14
20181027:1110;34.5;18.73;4.62
20181027:1210;31.91;19.67;5.1
20181027:1310;26.4;20.07;5.17
20181027:1410;18.67;19.76;4.76
20181027:1510;9.42;19.26;4.14
20181027:1610;0.0;18.03;4.28
20181027:1710;0.0;17.26;4.21
20181027:1810;0.0;16.47;4.34
20181027:1910;0.0;16.54;5.1
20181027:2010;0.0;16.43;5.38
20181027:2110;0.0;16.09;5.38
20181027:2210;0.0;15.8;5.1
20181027:2310;0.0;15.32;4.83
20181028:0010;0.0;15.14;4.34
20181028:0110;0.0;15.19;3.79
20181028:0210;0.0;15.11;3.59
20181028:0310;0.0;14.95;3.17
20181028:0410;0.0;15.02;3.24
20181028:0510;0.0;15.2;3.52
20181028:0610;4.71;15.36;3.72
20181028:0710;14.43;15.9;4.21
20181028:0810;22.89;16.27;4.62
20181028:0910;29.46;15.92;5.31
20181028:1010;33.41;15.58;2.48
20181028:1110;34.16;16.06;2.48
20181028:1210;31.58;15.84;2.69
20181028:1310;26.09;16.0;2.76
20181028:1410;18.39;16.13;3.86
20181028:1510;9.16;16.06;3.59
20181028:1610;0.0;15.69;3.24
