,timestamp,indor1,indor2,indor3,external,flat,building,surface
1558,25/11/21 21:00,19.97,17.77,16.17,6.35,2.49,2.95,417.0
1559,25/11/21 22:00,19.92,17.6,16.12,6.4,2.49,2.81,417.0
1560,25/11/21 23:00,19.89,17.65,16.12,6.39,2.7,3.27,417.0
1561,26/11/21 00:00,19.96,17.78,16.09,6.24,2.59,3.09,417.0
1562,26/11/21 01:00,19.96,17.81,16.13,6.22,2.81,3.19,417.0
1563,26/11/21 02:00,19.89,17.6,16.09,6.42,2.49,3.19,417.0
1564,26/11/21 03:00,19.9,17.66,16.07,6.4,2.82,3.6,417.0
1565,26/11/21 04:00,20.0,17.82,16.16,6.14,2.99,3.61,417.0
1566,26/11/21 05:00,19.88,17.71,16.11,6.26,3.24,3.9,417.0
1567,26/11/21 06:00,20.13,17.92,16.35,6.33,3.72,4.32,417.0
1568,26/11/21 07:00,22.35,19.66,18.67,6.56,4.99,7.33,417.0
1569,26/11/21 08:00,22.66,20.02,18.96,6.72,4.6,7.36,417.0
1570,26/11/21 09:00,22.74,20.29,18.93,7.19,4.42,7.15,417.0
1571,26/11/21 10:00,22.52,20.26,18.63,7.85,4.11,6.79,417.0
1572,26/11/21 11:00,22.66,20.54,18.73,8.43,4.98,6.16,417.0
1573,26/11/21 12:00,22.62,20.5,18.73,8.53,4.76,5.18,417.0
1574,26/11/21 13:00,22.64,20.67,18.66,8.22,4.11,6.86,417.0
1575,26/11/21 14:00,22.61,20.54,18.59,8.7,3.73,6.49,417.0
1576,26/11/21 15:00,22.55,20.75,18.65,8.69,4.27,6.96,417.0
1577,26/11/21 16:00,22.66,20.95,18.65,8.1,4.24,7.06,417.0
1578,26/11/21 17:00,21.01,18.86,17.43,6.8,1.29,3.53,417.0
1579,26/11/21 18:00,19.79,16.67,16.12,5.98,0.66,1.22,417.0
1580,26/11/21 19:00,19.86,17.14,16.05,6.2,1.33,1.84,417.0
1581,26/11/21 20:00,19.88,17.43,16.09,6.31,2.51,2.9,417.0
1582,26/11/21 21:00,19.99,17.4,16.15,6.65,2.55,2.75,417.0
1583,26/11/21 22:00,19.98,17.54,16.13,6.42,2.53,2.82,417.0
1584,26/11/21 23:00,19.95,17.55,16.11,6.78,2.67,3.14,417.0
1585,27/11/21 00:00,19.99,17.66,16.1,6.79,3.1,3.45,417.0
1586,27/11/21 01:00,19.93,17.47,16.13,6.8,2.41,2.63,417.0
1587,27/11/21 02:00,19.89,17.54,16.09,6.8,2.88,3.08,417.0
1588,27/11/21 03:00,19.92,17.61,16.12,6.79,3.22,3.31,417.0
1589,27/11/21 04:00,19.9,17.57,16.07,6.8,3.56,3.92,417.0
1590,27/11/21 05:00,19.96,17.57,16.09,6.79,2.61,2.89,417.0
1591,27/11/21 06:00,19.86,17.6,16.06,6.8,3.08,3.27,417.0
1592,27/11/21 07:00,19.9,17.68,16.06,6.8,3.26,3.44,417.0
1593,27/11/21 08:00,19.89,17.61,16.04,6.8,2.88,3.34,417.0
1594,27/11/21 09:00,20.03,17.65,16.08,7.4,2.55,3.01,417.0
1595,27/11/21 10:00,20.02,17.47,16.12,8.81,2.43,2.93,417.0
1596,27/11/21 11:00,20.09,17.43,16.08,9.29,2.77,3.06,417.0
1597,27/11/21 12:00,20.09,17.34,16.08,9.62,2.63,2.78,417.0
1598,27/11/21 13:00,20.1,17.31,16.11,9.64,2.78,2.8,417.0
1599,27/11/21 14:00,20.07,17.41,16.06,9.64,2.71,2.86,417.0
1600,27/11/21 15:00,20.01,17.44,16.11,9.51,3.14,3.36,417.0
1601,27/11/21 16:00,19.98,17.59,16.06,8.7,2.88,3.29,417.0
1602,27/11/21 17:00,19.91,17.6,16.06,8.23,3.29,3.48,417.0
1603,27/11/21 18:00,19.99,17.71,16.08,7.76,3.3,3.34,417.0
1604,27/11/21 19:00,19.93,17.85,16.08,7.76,3.35,3.6,417.0
1605,27/11/21 20:00,19.91,17.79,16.07,7.88,3.43,3.46,417.0
1606,27/11/21 21:00,19.97,17.8,16.05,8.7,3.16,3.36,417.0
1607,27/11/21 22:00,19.84,17.77,16.05,8.11,3.19,3.58,417.0
1608,27/11/21 23:00,19.87,17.84,16.06,7.28,3.64,3.83,417.0
1609,28/11/21 00:00,19.69,17.48,16.13,6.8,3.04,3.35,417.0
1610,28/11/21 01:00,19.56,17.33,16.11,6.1,3.53,3.75,417.0
1611,28/11/21 02:00,19.69,17.57,16.04,4.94,3.87,4.21,417.0
1612,28/11/21 03:00,19.79,17.71,16.07,4.92,3.73,3.94,417.0
1613,28/11/21 04:00,19.84,17.91,16.03,4.91,3.46,3.76,417.0
1614,28/11/21 05:00,19.58,17.44,16.1,4.8,3.69,4.03,417.0
1615,28/11/21 06:00,19.58,17.52,16.04,3.98,4.03,4.34,417.0
1616,28/11/21 07:00,19.5,17.23,16.01,4.1,4.02,4.45,417.0
1617,28/11/21 08:00,19.53,17.28,16.04,4.93,4.37,4.61,417.0
1618,28/11/21 09:00,19.6,17.36,15.99,5.06,3.39,3.73,417.0
1619,28/11/21 10:00,19.93,17.84,16.05,5.86,3.46,3.6,417.0
1620,28/11/21 11:00,19.99,17.95,16.1,5.88,3.55,3.67,417.0
1621,28/11/21 12:00,19.94,17.83,16.05,5.75,3.23,3.32,417.0
1622,28/11/21 13:00,19.84,17.9,16.05,5.63,3.54,3.78,417.0
1623,28/11/21 14:00,19.83,17.88,16.07,6.21,3.71,4.06,417.0
1624,28/11/21 15:00,19.45,17.41,16.0,5.15,3.98,4.38,417.0
1625,28/11/21 16:00,19.41,17.32,15.95,3.87,4.48,4.88,417.0
1626,28/11/21 17:00,19.13,16.7,16.04,3.04,5.03,5.55,417.0
1627,28/11/21 18:00,19.03,16.67,16.0,2.91,4.7,4.87,417.0
1628,28/11/21 19:00,19.05,16.73,15.99,2.08,5.87,6.12,417.0
1629,28/11/21 20:00,19.01,16.7,15.91,1.61,5.71,6.01,417.0
1630,28/11/21 21:00,19.02,16.96,15.88,2.06,6.75,7.04,417.0
1631,28/11/21 22:00,18.95,16.7,15.9,1.59,5.36,5.7,417.0
1632,28/11/21 23:00,18.85,16.62,15.78,1.1,6.09,6.36,417.0
1633,29/11/21 00:00,18.87,16.81,15.74,0.51,6.58,7.12,417.0
1634,29/11/21 01:00,18.83,16.67,15.59,0.28,6.93,7.51,417.0
1635,29/11/21 02:00,19.05,17.22,15.82,0.63,6.05,6.41,417.0
1636,29/11/21 03:00,18.82,16.9,15.83,0.04,5.96,6.32,417.0
1637,29/11/21 04:00,19.24,17.47,15.8,-0.67,7.59,8.14,417.0
1638,29/11/21 05:00,19.67,18.18,16.16,0.14,6.95,7.45,417.0
1639,29/11/21 06:00,19.68,17.83,16.33,0.15,8.21,8.69,417.0
1640,29/11/21 07:00,21.33,19.5,18.43,0.14,10.17,12.33,417.0
1641,29/11/21 08:00,21.65,21.21,18.73,0.75,9.67,12.34,417.0
1642,29/11/21 09:00,21.69,21.29,18.44,3.76,9.92,12.62,417.0
1643,29/11/21 10:00,22.43,21.69,18.83,5.74,7.24,10.04,417.0
1644,29/11/21 11:00,22.57,21.27,18.91,6.42,5.74,7.01,417.0
1645,29/11/21 12:00,22.68,21.31,18.91,6.57,5.73,6.81,417.0
1646,29/11/21 13:00,22.76,21.34,18.88,6.31,5.42,8.1,417.0
1647,29/11/21 14:00,22.89,21.4,18.85,5.63,5.34,8.05,417.0
1648,29/11/21 15:00,22.64,21.03,18.73,3.4,4.9,7.54,417.0
1649,29/11/21 16:00,22.28,20.86,18.75,1.7,5.16,7.84,417.0
1650,29/11/21 17:00,20.31,18.04,16.79,0.88,2.33,4.65,417.0
1651,29/11/21 18:00,19.76,17.41,16.2,1.65,2.31,2.82,417.0
1652,29/11/21 19:00,19.7,17.4,16.15,1.83,2.8,3.26,417.0
1653,29/11/21 20:00,19.7,17.58,16.12,1.51,3.67,4.14,417.0
1654,29/11/21 21:00,19.6,17.13,16.1,1.26,2.9,3.37,417.0
1655,29/11/21 22:00,19.46,16.79,16.17,1.29,3.23,3.68,417.0
1656,29/11/21 23:00,19.45,16.82,16.13,0.92,4.19,4.64,417.0
1657,30/11/21 00:00,19.2,16.74,15.77,0.71,6.39,6.72,417.0
1658,30/11/21 01:00,19.15,16.79,15.79,0.83,6.38,6.71,417.0
1659,30/11/21 02:00,18.97,16.75,15.86,0.65,7.06,6.76,417.0
1660,30/11/21 03:00,18.9,16.69,15.94,0.46,6.33,6.26,417.0
1661,30/11/21 04:00,19.01,16.75,15.91,0.3,5.97,5.97,417.0
1662,30/11/21 05:00,18.93,16.69,15.87,-0.06,6.26,6.82,417.0
1663,30/11/21 06:00,19.12,17.06,15.83,-0.14,7.45,7.87,417.0
1664,30/11/21 07:00,21.86,20.12,18.42,0.12,8.84,11.08,417.0
1665,30/11/21 08:00,21.66,21.18,18.42,1.25,10.11,12.73,417.0
1666,30/11/21 09:00,22.12,21.83,18.51,2.87,9.3,11.92,417.0
1667,30/11/21 10:00,22.24,20.91,18.64,5.18,5.56,8.22,417.0
1668,30/11/21 11:00,22.68,20.93,18.93,6.55,4.61,5.96,417.0
1669,30/11/21 12:00,22.76,20.9,18.98,7.46,4.65,5.49,417.0
1670,30/11/21 13:00,22.89,21.03,18.88,7.92,4.46,7.13,417.0
1671,30/11/21 14:00,22.85,21.03,18.86,7.61,4.8,7.39,417.0
1672,30/11/21 15:00,22.8,21.15,18.81,5.69,5.39,8.05,417.0
1673,30/11/21 16:00,22.23,20.6,18.72,4.03,5.83,8.45,417.0
1674,30/11/21 17:00,20.69,18.35,17.28,3.47,1.7,3.92,417.0
1675,30/11/21 18:00,19.61,16.86,16.08,2.9,2.78,3.2,417.0
1676,30/11/21 19:00,19.53,16.94,16.11,2.68,3.93,4.21,417.0
1677,30/11/21 20:00,19.36,16.71,16.04,2.96,4.64,5.06,417.0
1678,30/11/21 21:00,19.27,16.68,15.97,2.95,5.37,5.74,417.0
1679,30/11/21 22:00,19.26,16.78,15.9,2.95,6.24,6.48,417.0
1680,30/11/21 23:00,19.13,16.66,15.91,2.85,5.07,5.24,417.0
1681,10/12/21 00:00,18.57,18.16,18.18,3.1496,0.09,0.65,417.0
1682,10/12/21 01:00,18.43,18.1,18.13,3.4492000000000003,0.09,0.64,417.0
1683,10/12/21 02:00,18.38,18.03,18.08,3.7488,0.09,0.64,417.0
1684,10/12/21 03:00,18.35,17.99,17.98,4.0484,0.09,0.64,417.0
1685,10/12/21 04:00,18.22,17.95,17.91,4.348000000000001,0.09,0.64,417.0
1686,10/12/21 05:00,18.18,17.91,17.82,4.647600000000001,0.09,0.65,417.0
1687,10/12/21 06:00,18.21,17.88,17.88,4.9472000000000005,0.09,2.41,417.0
1688,10/12/21 07:00,18.34,17.98,17.97,5.2468,0.09,2.81,417.0
1689,10/12/21 08:00,18.43,18.01,18.0,5.5464,0.09,2.81,417.0
1690,10/12/21 09:00,18.56,18.07,18.15,5.846,0.09,2.82,417.0
1691,10/12/21 10:00,18.68,18.13,18.21,6.1456,0.09,1.35,417.0
1692,10/12/21 11:00,18.68,18.1,18.19,6.4452,0.09,0.65,417.0
1693,10/12/21 12:00,18.84,18.16,18.32,6.744800000000001,0.09,2.47,417.0
1694,10/12/21 13:00,19.17,18.35,18.62,7.044400000000001,0.09,2.81,417.0
1695,10/12/21 14:00,19.38,18.47,18.89,7.344000000000001,0.09,2.82,417.0
1696,10/12/21 15:00,19.21,18.53,18.78,7.643600000000001,0.09,2.81,417.0
1697,10/12/21 16:00,19.15,18.52,18.67,7.943200000000001,0.09,2.34,417.0
1698,10/12/21 17:00,18.95,18.37,18.57,8.2428,0.09,0.65,417.0
1699,10/12/21 18:00,18.81,18.22,18.47,8.5424,0.09,0.66,417.0
1700,10/12/21 19:00,18.76,18.19,18.35,8.842,0.09,0.64,417.0
1701,10/12/21 20:00,18.68,18.14,18.32,9.1416,0.09,0.64,417.0
1702,10/12/21 21:00,18.56,18.12,18.23,9.4412,0.09,0.65,417.0
1703,10/12/21 22:00,18.5,18.06,18.18,9.7408,0.09,0.65,417.0
1704,10/12/21 23:00,18.48,18.0,18.13,10.0404,0.09,0.65,417.0
1705,11/12/21 00:00,19.92,17.29,16.09,10.34,2.2,2.83,417.0
1706,11/12/21 01:00,20.02,17.46,16.16,10.85,2.45,3.2,417.0
1707,11/12/21 02:00,19.98,17.57,16.11,10.09,3.12,3.37,417.0
1708,11/12/21 03:00,20.07,17.59,16.15,8.9,3.15,3.63,417.0
1709,11/12/21 04:00,19.99,17.6,16.15,7.29,2.75,3.24,417.0
1710,11/12/21 05:00,19.98,17.67,16.12,8.19,2.51,3.12,417.0
1711,11/12/21 06:00,20.3,18.12,16.38,9.51,4.04,4.67,417.0
1712,11/12/21 07:00,22.35,20.2,18.66,9.55,6.6,9.39,417.0
1713,11/12/21 08:00,22.92,21.56,18.86,11.56,5.52,8.31,417.0
1714,11/12/21 09:00,22.95,20.95,18.9,12.32,4.22,7.08,417.0
1715,11/12/21 10:00,22.76,20.57,18.6,14.03,3.7,6.51,417.0
1716,11/12/21 11:00,22.95,20.96,18.8,14.63,3.59,4.8,417.0
1717,11/12/21 12:00,22.97,20.59,18.8,15.51,3.58,4.13,417.0
1718,11/12/21 13:00,23.01,20.69,18.83,15.91,3.13,5.77,417.0
1719,11/12/21 14:00,23.15,20.6,18.83,15.76,2.94,5.77,417.0
1720,11/12/21 15:00,23.09,20.53,18.87,14.41,2.91,5.79,417.0
1721,11/12/21 16:00,22.95,20.81,18.84,12.73,3.46,6.16,417.0
1722,11/12/21 17:00,21.4,19.19,17.85,11.46,1.01,3.51,417.0
1723,11/12/21 18:00,20.13,16.86,16.43,10.59,0.11,0.65,417.0
1724,11/12/21 19:00,19.78,16.28,16.03,10.39,0.15,0.68,417.0
1725,11/12/21 20:00,20.02,16.95,16.08,10.31,1.08,1.63,417.0
1726,11/12/21 21:00,19.96,17.06,15.98,9.53,1.32,1.82,417.0
1727,11/12/21 22:00,19.99,17.16,16.04,9.66,1.95,2.3,417.0
1728,11/12/21 23:00,19.87,17.14,16.03,9.5,2.13,2.32,417.0
1729,12/12/21 00:00,19.49,18.11,16.19,-0.18,7.66,8.1,417.0
1730,12/12/21 01:00,19.44,18.37,16.33,-0.22,7.39,7.84,417.0
1731,12/12/21 02:00,19.27,18.28,16.11,-0.36,7.23,7.61,417.0
1732,12/12/21 03:00,19.28,18.96,16.25,-0.27,6.22,6.72,417.0
1733,12/12/21 04:00,19.17,18.0,16.01,-0.3,6.65,7.09,417.0
1734,12/12/21 05:00,19.52,19.12,16.19,-0.47,9.96,10.43,417.0
1735,12/12/21 06:00,19.63,19.38,16.52,-0.89,8.1,8.54,417.0
1736,12/12/21 07:00,20.14,20.28,17.0,-0.44,7.27,7.65,417.0
1737,12/12/21 08:00,19.65,19.16,16.38,0.62,7.14,7.61,417.0
1738,12/12/21 09:00,19.81,19.63,16.48,4.22,5.05,5.42,417.0
1739,12/12/21 10:00,19.55,18.23,16.03,6.56,3.75,4.2,417.0
1740,12/12/21 11:00,19.69,18.08,16.03,7.58,3.93,4.0,417.0
1741,12/12/21 12:00,19.85,18.21,16.02,8.63,4.17,4.1,417.0
1742,12/12/21 13:00,19.93,18.23,16.04,8.92,3.84,3.87,417.0
1743,12/12/21 14:00,19.93,17.93,16.05,8.07,3.34,3.43,417.0
1744,12/12/21 15:00,19.81,17.88,15.99,4.8,3.71,3.78,417.0
1745,12/12/21 16:00,19.25,17.14,15.91,3.94,4.59,4.81,417.0
1746,12/12/21 17:00,19.2,17.13,15.92,3.84,4.95,5.07,417.0
1747,12/12/21 18:00,19.02,17.13,15.86,3.0,5.09,5.2,417.0
1748,12/12/21 19:00,18.88,16.85,15.81,2.22,5.92,6.16,417.0
1749,12/12/21 20:00,18.87,17.17,15.67,1.83,6.61,6.86,417.0
1750,12/12/21 21:00,18.98,17.08,15.77,2.12,6.63,6.81,417.0
1751,12/12/21 22:00,18.87,17.21,15.79,3.51,6.84,6.95,417.0
1752,12/12/21 23:00,18.76,16.88,15.71,3.35,6.45,6.43,417.0
1753,13/12/21 00:00,18.8,16.97,15.67,2.79,7.22,7.36,417.0
1754,13/12/21 01:00,18.83,17.13,15.73,2.76,5.58,5.81,417.0
1755,13/12/21 02:00,18.86,17.08,15.79,2.71,6.28,6.52,417.0
1756,13/12/21 03:00,18.87,17.03,15.71,2.83,6.85,7.23,417.0
1757,13/12/21 04:00,18.92,17.06,15.83,2.38,5.79,6.08,417.0
1758,13/12/21 05:00,18.95,17.29,15.84,1.89,6.8,7.27,417.0
1759,13/12/21 06:00,19.29,17.62,16.07,2.07,8.44,8.81,417.0
1760,13/12/21 07:00,22.94,20.8,19.21,2.11,13.37,15.43,417.0
1761,13/12/21 08:00,23.14,20.91,19.66,3.94,12.31,14.93,417.0
1762,13/12/21 09:00,22.96,20.87,19.32,7.22,9.63,12.28,417.0
1763,13/12/21 10:00,22.55,21.1,18.76,8.85,9.0,11.65,417.0
1764,13/12/21 11:00,23.31,21.32,19.29,9.71,5.94,7.13,417.0
1765,13/12/21 12:00,23.22,20.8,19.11,10.55,5.52,6.3,417.0
1766,13/12/21 13:00,23.54,20.83,19.44,10.76,5.35,8.04,417.0
1767,13/12/21 14:00,23.87,20.92,19.64,9.93,5.31,7.99,417.0
1768,13/12/21 15:00,23.86,21.01,19.73,8.06,5.4,8.1,417.0
1769,13/12/21 16:00,23.55,21.04,19.76,6.59,5.66,8.35,417.0
1770,13/12/21 17:00,20.99,18.66,17.57,5.32,1.71,3.83,417.0
1771,13/12/21 18:00,19.65,17.34,16.06,4.78,3.32,3.74,417.0
1772,13/12/21 19:00,19.73,17.67,16.11,3.98,3.72,4.16,417.0
1773,13/12/21 20:00,19.47,17.09,16.07,3.4,3.75,4.54,417.0
1774,13/12/21 21:00,19.25,16.74,16.07,2.98,5.68,5.87,417.0
1775,13/12/21 22:00,19.17,16.67,15.96,3.23,6.09,6.09,417.0
1776,13/12/21 23:00,19.12,16.83,15.9,3.4,5.64,5.85,417.0
1777,14/12/21 00:00,19.0,16.73,15.87,3.85,6.07,6.05,417.0
1778,14/12/21 01:00,18.78,16.57,15.71,2.92,6.17,6.42,417.0
1779,14/12/21 02:00,18.91,16.8,15.9,3.78,5.58,5.84,417.0
1780,14/12/21 03:00,18.81,16.87,15.77,3.34,5.43,5.62,417.0
1781,14/12/21 04:00,18.87,16.86,15.69,3.6,6.25,6.58,417.0
1782,14/12/21 05:00,18.8,16.87,15.81,3.53,6.61,7.13,417.0
1783,14/12/21 06:00,19.2,17.42,16.03,2.92,8.47,8.95,417.0
1784,14/12/21 07:00,23.12,22.47,19.41,2.03,14.73,17.08,417.0
1785,14/12/21 08:00,23.46,23.23,20.15,3.66,14.72,17.22,417.0
1786,14/12/21 09:00,24.16,23.66,20.32,5.63,14.47,17.04,417.0
1787,14/12/21 10:00,24.56,23.73,20.8,8.38,12.01,14.61,417.0
1788,14/12/21 11:00,24.5,23.74,20.8,8.36,10.48,11.94,417.0
1789,14/12/21 12:00,24.55,23.61,20.77,8.98,9.93,11.93,417.0
1790,14/12/21 13:00,24.62,23.73,20.78,9.05,9.24,11.86,417.0
1791,14/12/21 14:00,24.73,23.73,20.91,8.66,8.84,11.48,417.0
1792,14/12/21 15:00,24.75,23.67,20.98,7.68,8.82,11.47,417.0
1793,14/12/21 16:00,24.79,23.65,21.04,6.31,9.09,11.75,417.0
1794,14/12/21 17:00,21.83,20.39,18.59,5.6,2.52,4.72,417.0
1795,14/12/21 18:00,19.61,16.79,16.2,5.3,0.56,1.09,417.0
1796,14/12/21 19:00,19.75,17.51,16.15,4.49,3.87,4.25,417.0
1797,14/12/21 20:00,19.64,17.21,16.18,3.98,3.89,4.54,417.0
1798,14/12/21 21:00,19.37,16.94,16.11,3.75,5.08,5.32,417.0
1799,14/12/21 22:00,19.41,16.87,16.08,3.26,5.65,5.67,417.0
1800,14/12/21 23:00,19.31,16.94,16.09,3.21,4.81,4.91,417.0
1801,15/12/21 00:00,19.14,16.58,15.93,3.19,5.77,6.03,417.0
1802,15/12/21 01:00,19.03,16.6,15.87,2.68,5.69,6.1,417.0
1803,15/12/21 02:00,18.98,16.56,15.62,1.87,6.34,6.61,417.0
1804,15/12/21 03:00,18.97,16.59,15.84,2.2,6.28,6.46,417.0
1805,15/12/21 04:00,18.92,16.61,15.92,2.39,5.9,6.02,417.0
1806,15/12/21 05:00,18.89,16.69,16.02,3.7,4.88,5.33,417.0
1807,15/12/21 06:00,19.53,17.47,16.29,4.11,9.39,9.75,417.0
1808,15/12/21 07:00,23.8,23.51,19.91,4.28,16.87,19.0,417.0
1809,15/12/21 08:00,24.26,23.72,20.61,5.25,15.03,17.54,417.0
1810,15/12/21 09:00,23.56,23.47,20.37,7.12,13.19,15.72,417.0
1811,15/12/21 10:00,24.21,23.02,20.19,8.04,9.57,12.22,417.0
1812,15/12/21 11:00,24.53,23.37,20.46,8.78,8.6,9.99,417.0
1813,15/12/21 12:00,24.81,23.76,20.72,9.85,8.64,9.58,417.0
1814,15/12/21 13:00,24.85,23.85,21.0,10.09,8.17,10.76,417.0
1815,15/12/21 14:00,24.91,24.06,21.1,9.82,8.04,10.68,417.0
1816,15/12/21 15:00,24.96,24.14,21.1,7.92,8.24,10.9,417.0
1817,15/12/21 16:00,24.91,24.03,21.07,6.8,8.58,11.27,417.0
1818,15/12/21 17:00,22.06,20.84,18.8,6.42,2.59,4.79,417.0
1819,15/12/21 18:00,19.92,17.04,16.4,5.12,0.11,0.6,417.0
1820,15/12/21 19:00,19.64,17.0,16.11,4.26,1.52,2.17,417.0
1821,15/12/21 20:00,19.72,17.28,16.17,3.22,3.98,4.53,417.0
1822,15/12/21 21:00,19.62,17.09,16.19,2.75,3.85,4.39,417.0
1823,15/12/21 22:00,19.41,16.84,16.04,2.18,5.03,5.28,417.0
1824,15/12/21 23:00,19.26,16.95,16.07,2.16,5.49,5.75,417.0
1825,16/12/21 00:00,19.24,16.77,15.97,2.42,4.74,4.85,417.0
1826,16/12/21 01:00,19.14,16.69,15.81,2.73,6.26,6.34,417.0
1827,16/12/21 02:00,18.98,16.56,15.84,3.53,5.91,6.11,417.0
1828,16/12/21 03:00,18.89,16.53,15.74,3.33,6.36,6.56,417.0
1829,16/12/21 04:00,18.96,16.7,15.89,2.87,6.11,6.48,417.0
1830,16/12/21 05:00,18.95,16.65,15.67,3.38,6.74,7.46,417.0
1831,16/12/21 06:00,19.53,17.48,16.26,3.18,8.95,9.73,417.0
1832,16/12/21 07:00,23.89,23.5,20.06,2.83,16.35,18.88,417.0
1833,16/12/21 08:00,24.17,23.73,20.63,4.72,15.09,17.6,417.0
1834,16/12/21 09:00,23.4,23.69,20.45,5.76,13.24,15.81,417.0
1835,16/12/21 10:00,24.29,23.19,20.24,7.28,9.7,12.39,417.0
1836,16/12/21 11:00,24.55,23.39,20.53,7.38,8.6,9.96,417.0
1837,16/12/21 12:00,24.66,23.68,20.77,8.44,8.37,8.87,417.0
1838,16/12/21 13:00,24.82,23.68,20.93,8.63,8.11,10.37,417.0
1839,16/12/21 14:00,25.09,23.78,21.13,8.09,8.0,10.64,417.0
1840,16/12/21 15:00,25.19,23.82,21.26,5.89,8.07,10.72,417.0
1841,16/12/21 16:00,25.07,23.67,21.25,4.5,8.6,11.27,417.0
1842,16/12/21 17:00,22.15,20.59,18.88,3.52,2.45,4.72,417.0
1843,16/12/21 18:00,19.92,17.08,16.45,2.62,0.12,0.61,417.0
1844,16/12/21 19:00,19.67,16.96,16.13,3.23,1.64,2.08,417.0
1845,16/12/21 20:00,19.68,17.16,16.09,4.1,3.77,4.38,417.0
1846,16/12/21 21:00,19.73,17.35,16.19,3.09,5.26,5.59,417.0
1847,16/12/21 22:00,19.36,16.81,16.09,3.06,5.35,5.6,417.0
1848,16/12/21 23:00,19.43,16.91,16.01,3.66,5.01,5.66,417.0
1849,17/12/21 00:00,19.33,16.82,15.95,3.43,5.99,6.54,417.0
1850,17/12/21 01:00,19.22,16.77,15.97,3.45,5.79,6.29,417.0
1851,17/12/21 02:00,19.1,16.79,15.83,3.34,6.25,7.08,417.0
1852,17/12/21 03:00,18.94,16.61,15.8,3.21,6.55,6.46,417.0
1853,17/12/21 04:00,18.98,16.76,15.86,3.02,6.02,6.51,417.0
1854,17/12/21 05:00,19.55,17.78,16.07,2.28,8.33,8.92,417.0
1855,17/12/21 06:00,19.36,17.58,16.13,2.03,7.37,7.75,417.0
1856,17/12/21 07:00,22.65,22.44,19.16,1.14,13.8,16.01,417.0
1857,17/12/21 08:00,24.12,23.75,20.52,0.46,15.08,17.59,417.0
1858,17/12/21 09:00,23.62,23.62,20.36,4.4,13.22,15.74,417.0
1859,17/12/21 10:00,24.32,23.15,20.3,6.75,9.76,12.39,417.0
1860,17/12/21 11:00,24.59,23.61,20.61,5.99,8.94,10.26,417.0
1861,17/12/21 12:00,24.69,23.7,20.84,9.18,8.29,8.94,417.0
1862,17/12/21 13:00,24.85,23.82,21.03,9.66,8.09,10.7,417.0
1863,17/12/21 14:00,25.12,24.06,21.16,8.05,7.85,10.51,417.0
1864,17/12/21 15:00,24.93,23.76,20.97,6.93,6.99,9.65,417.0
1865,17/12/21 16:00,24.86,23.58,20.79,5.37,6.9,9.58,417.0
1866,17/12/21 17:00,21.99,20.56,18.76,4.59,1.99,4.16,417.0
1867,17/12/21 18:00,19.92,17.07,16.43,3.42,0.11,0.69,417.0
1868,17/12/21 19:00,19.79,16.78,16.01,2.23,0.82,1.97,417.0
1869,17/12/21 20:00,19.74,17.15,16.3,1.28,4.09,4.42,417.0
1870,17/12/21 21:00,19.65,17.2,16.23,1.49,4.25,4.53,417.0
1871,17/12/21 22:00,19.49,16.95,16.0,1.81,4.34,4.75,417.0
1872,17/12/21 23:00,19.43,16.86,16.1,2.27,6.13,6.34,417.0
1873,18/12/21 00:00,19.31,16.94,15.94,3.02,5.43,5.74,417.0
1874,18/12/21 01:00,19.07,16.74,15.91,3.26,5.81,6.01,417.0
1875,18/12/21 02:00,19.05,16.54,15.88,2.99,5.36,5.52,417.0
1876,18/12/21 03:00,19.15,16.67,15.83,2.96,7.16,7.54,417.0
1877,18/12/21 04:00,19.22,16.95,15.9,2.58,6.47,6.54,417.0
1878,18/12/21 05:00,18.96,16.73,15.55,0.96,7.06,7.1,417.0
1879,18/12/21 06:00,18.89,16.57,15.86,0.2,6.44,6.64,417.0
1880,18/12/21 07:00,19.06,16.89,15.86,0.92,6.33,6.34,417.0
1881,18/12/21 08:00,18.75,16.52,15.74,1.91,7.01,7.3,417.0
1882,18/12/21 09:00,19.21,17.19,15.94,5.08,5.21,5.59,417.0
1883,18/12/21 10:00,19.73,17.6,16.01,6.01,3.47,3.77,417.0
1884,18/12/21 11:00,19.9,17.63,16.07,7.54,3.45,3.52,417.0
1885,18/12/21 12:00,19.96,17.61,16.09,8.23,3.43,3.5,417.0
1886,18/12/21 13:00,19.95,17.54,16.08,9.18,3.17,3.12,417.0
1887,18/12/21 14:00,20.02,17.51,16.09,8.2,3.2,3.54,417.0
1888,18/12/21 15:00,19.94,17.65,16.07,5.54,3.31,3.78,417.0
1889,18/12/21 16:00,19.49,17.27,16.09,3.52,3.71,4.11,417.0
1890,18/12/21 17:00,19.39,16.96,15.95,3.08,4.49,4.96,417.0
1891,18/12/21 18:00,19.06,16.94,15.95,2.45,5.37,5.57,417.0
1892,18/12/21 19:00,18.92,16.66,15.88,1.63,6.11,6.21,417.0
1893,18/12/21 20:00,18.91,16.8,15.82,3.3,5.95,6.23,417.0
1894,18/12/21 21:00,18.92,16.83,15.62,2.37,6.9,6.94,417.0
1895,18/12/21 22:00,18.8,16.67,15.9,2.56,5.18,5.39,417.0
1896,18/12/21 23:00,18.74,16.89,15.66,3.05,6.83,6.73,417.0
