0,Builing energy (kWh),Date and time,External temperature (Celsius degree),Flat energy (kWh),Indoor Temp room 1 (ï¿½C),Indoor Temp room 2 (ï¿½C),Indoor Temp room 3 (ï¿½C),Surface
Date and time,,,,,,,,
Indoor Temp room 1 (ï¿½C),,,,,,,,
Indoor Temp room 2 (ï¿½C),,,,,,,,
Indoor Temp room 3 (ï¿½C),,,,,,,,
External temperature (Celsius degree),,,,,,,,
Flat energy (kWh),,,,,,,,
Builing energy (kWh),,,,,,,,
Surface,,,,,,,,
,"1,85",28/10/21 23:00,,"1,25","19,90","16,81","16,05","417,00"
,"1,76",29/10/21 00:00,,"1,22","19,92","16,87","16,09","417,00"
,"1,90",29/10/21 01:00,,"1,34","19,84","16,84","16,00","417,00"
,"2,57",29/10/21 02:00,,"2,03","19,89","17,14","16,11","417,00"
,"2,02",29/10/21 03:00,,"1,44","19,78","17,08","16,07","417,00"
,"4,13",29/10/21 04:00,,"3,61","20,24","17,68","16,47","417,00"
,"6,37",29/10/21 05:00,,"5,80","22,67","20,17","18,87","417,00"
,"9,49",29/10/21 06:00,,"6,94","22,47","20,91","18,72","417,00"
,"7,56",29/10/21 07:00,,"4,80","22,58","20,74","18,68","417,00"
,"7,62",29/10/21 08:00,,"4,86","22,80","20,91","18,80","417,00"
,"6,10",29/10/21 09:00,,"3,29","22,91","20,78","18,87","417,00"
,"4,56",29/10/21 10:00,,"3,04","23,05","20,70","18,85","417,00"
,"4,18",29/10/21 11:00,,"2,93","23,09","20,68","18,91","417,00"
,"5,12",29/10/21 12:00,"33,16","2,37","23,07","20,44","18,93","417,00"
,"5,28",29/10/21 13:00,"33,32","2,57","23,22","20,42","18,96","417,00"
,"5,20",29/10/21 14:00,"33,16","2,39","23,22","20,31","18,92","417,00"
,"5,17",29/10/21 15:00,"22,61","2,46","23,24","20,34","18,92","417,00"
,"3,10",29/10/21 16:00,"13,15","0,79","21,82","18,99","18,07","417,00"
,"0,64",29/10/21 17:00,"11,59","0,11","20,45","17,28","16,93","417,00"
,"0,66",29/10/21 18:00,"10,52","0,12","20,19","16,77","16,44","417,00"
,"0,65",29/10/21 19:00,"9,75","0,11","20,16","16,53","16,30","417,00"
,"0,66",29/10/21 20:00,"9,70","0,11","19,90","16,30","16,10","417,00"
,"0,66",29/10/21 21:00,"9,58","0,11","19,73","16,16","15,92","417,00"
,"1,76",29/10/21 22:00,"9,34","1,17","20,00","16,63","16,13","417,00"
,"1,24",29/10/21 23:00,"9,08","0,72","19,81","16,71","16,00","417,00"
,"1,97",30/10/21 00:00,"9,11","1,41","19,90","16,92","16,02","417,00"
,"2,54",30/10/21 01:00,"8,83","2,15","19,90","17,02","16,03","417,00"
,"2,13",30/10/21 02:00,"8,32","1,54","19,95","17,18","16,06","417,00"
,"2,25",30/10/21 03:00,"8,36","1,69","19,78","17,14","16,09","417,00"
,"3,37",30/10/21 04:00,"8,43","3,03","19,82","17,19","16,10","417,00"
,"2,84",30/10/21 05:00,"8,10","2,50","19,84","17,24","16,11","417,00"
,"2,85",30/10/21 06:00,"8,22","2,43","19,81","17,23","16,03","417,00"
,"2,50",30/10/21 07:00,"9,51","1,97","19,96","17,46","16,13","417,00"
,"2,46",30/10/21 08:00,"11,06","1,96","19,91","17,25","16,10","417,00"
,"2,39",30/10/21 09:00,"12,46","1,88","20,03","17,03","16,10","417,00"
,"1,77",30/10/21 10:00,"12,90","1,30","20,10","16,99","16,06","417,00"
,"2,32",30/10/21 11:00,"13,39","1,82","20,12","17,06","16,12","417,00"
,"1,73",30/10/21 12:00,"13,32","1,21","20,11","16,97","16,01","417,00"
,"2,21",30/10/21 13:00,"13,09","1,78","20,17","17,10","16,11","417,00"
,"2,03",30/10/21 14:00,"12,67","1,67","19,98","16,96","16,03","417,00"
,"2,22",30/10/21 15:00,"12,13","1,74","20,17","17,07","16,08","417,00"
,"2,38",30/10/21 16:00,"11,46","1,98","20,05","17,13","16,15","417,00"
,"2,69",30/10/21 17:00,"10,91","2,27","20,07","17,18","16,15","417,00"
,"2,73",30/10/21 18:00,"10,80","2,52","20,04","17,23","16,12","417,00"
,"2,59",30/10/21 19:00,"10,69","2,24","20,09","17,39","16,17","417,00"
,"2,60",30/10/21 20:00,"10,53","2,24","20,08","17,37","16,14","417,00"
,"2,82",30/10/21 21:00,"10,29","2,54","20,07","17,27","16,11","417,00"
,"2,65",30/10/21 22:00,"10,45","2,39","20,11","17,42","16,18","417,00"
,"2,56",30/10/21 23:00,"10,46","2,39","20,03","17,45","16,13","417,00"
,"2,89",31/10/21 00:00,"10,49","2,72","20,03","17,43","16,11","417,00"
,"2,69",31/10/21 01:00,"10,55","2,27","20,08","17,37","16,16","417,00"
,"2,69",31/10/21 02:00,"10,79","2,36","20,11","17,46","16,14","417,00"
,"2,91",31/10/21 03:00,"10,86","2,52","20,09","17,48","16,12","417,00"
,"3,15",31/10/21 04:00,"10,51","2,68","20,08","17,55","16,11","417,00"
,"2,99",31/10/21 05:00,"10,44","2,52","20,12","17,52","16,18","417,00"
,"2,64",31/10/21 06:00,"10,39","2,29","20,11","17,46","16,14","417,00"
,"2,74",31/10/21 07:00,"10,44","2,30","20,17","17,54","16,20","417,00"
,"2,91",31/10/21 08:00,"10,84","2,75","20,12","17,55","16,13","417,00"
,"2,60",31/10/21 09:00,"11,51","2,13","20,06","17,38","16,05","417,00"
,"2,39",31/10/21 10:00,"12,47","1,78","20,22","17,35","16,19","417,00"
,"2,43",31/10/21 11:00,"13,13","1,82","20,14","17,21","16,12","417,00"
,"2,59",31/10/21 12:00,"13,32","1,95","20,19","17,20","16,17","417,00"
,"2,68",31/10/21 13:00,"13,02","2,12","20,19","17,26","16,11","417,00"
,"2,54",31/10/21 14:00,"13,26","1,90","20,14","17,23","16,09","417,00"
,"2,27",31/10/21 15:00,"12,98","1,81","20,23","17,15","16,18","417,00"
,"2,37",31/10/21 16:00,"11,98","1,98","20,16","17,21","16,12","417,00"
,"2,75",31/10/21 17:00,"11,55","2,50","20,12","17,33","16,15","417,00"
,"2,94",31/10/21 18:00,"11,74","2,86","20,09","17,42","16,07","417,00"
,"2,80",31/10/21 19:00,"11,26","2,36","20,07","17,43","16,13","417,00"
,"2,93",31/10/21 20:00,"10,97","2,55","20,20","17,52","16,17","417,00"
,"2,73",31/10/21 21:00,"10,89","2,33","20,12","17,54","16,14","417,00"
,"3,00",31/10/21 22:00,"10,92","2,62","20,07","17,51","16,13","417,00"
,"2,84",31/10/21 23:00,"10,95","2,48","20,13","17,58","16,16","417,00"
,"0,66",10/11/21 00:00,,"0,09","18,53","18,21","18,25","417,00"
,"0,66",10/11/21 01:00,,"0,09","18,43","18,16","18,17","417,00"
,"0,66",10/11/21 02:00,,"0,09","18,37","18,09","18,12","417,00"
,"0,65",10/11/21 03:00,,"0,08","18,30","18,05","18,05","417,00"
,"0,64",10/11/21 04:00,,"0,09","18,24","17,98","17,99","417,00"
,"0,64",10/11/21 05:00,,"0,09","18,15","17,92","17,91","417,00"
,"2,45",10/11/21 06:00,,"0,09","18,19","17,89","17,95","417,00"
,"2,80",10/11/21 07:00,,"0,09","18,28","17,99","17,95","417,00"
,"2,86",10/11/21 08:00,,"0,09","18,48","18,38","18,11","417,00"
,"2,87",10/11/21 09:00,,"0,09","18,72","18,88","18,35","417,00"
,"1,20",10/11/21 10:00,,"0,09","18,81","18,82","18,39","417,00"
,"0,64",10/11/21 11:00,,"0,09","18,81","18,61","18,37","417,00"
,"2,67",10/11/21 12:00,,"0,09","18,99","18,57","18,47","417,00"
,"2,81",10/11/21 13:00,,"0,09","19,26","18,67","18,72","417,00"
,"2,81",10/11/21 14:00,,"0,09","19,62","18,75","19,12","417,00"
,"2,83",10/11/21 15:00,,"0,09","19,92","18,83","19,46","417,00"
,"2,36",10/11/21 16:00,,"0,09","19,52","18,85","19,14","417,00"
,"0,64",10/11/21 17:00,,"0,09","19,15","18,64","18,81","417,00"
,"0,65",10/11/21 18:00,,"0,09","18,98","18,54","18,66","417,00"
,"0,65",10/11/21 19:00,,"0,09","18,86","18,46","18,54","417,00"
,"0,65",10/11/21 20:00,,"0,09","18,78","18,37","18,48","417,00"
,"0,65",10/11/21 21:00,,"0,09","18,68","18,29","18,38","417,00"
,"0,66",10/11/21 22:00,,"0,09","18,61","18,26","18,28","417,00"
,"0,65",10/11/21 23:00,,"0,09","18,56","18,19","18,21","417,00"
,"3,49",11/11/21 00:00,"9,96","3,22","20,10","17,74","16,19","417,00"
,"3,02",11/11/21 01:00,"10,14","2,84","19,98","17,60","16,13","417,00"
,"3,14",11/11/21 02:00,"10,19","2,64","20,06","17,64","16,16","417,00"
,"3,59",11/11/21 03:00,"10,12","3,37","20,11","17,69","16,12","417,00"
,"2,97",11/11/21 04:00,"10,36","2,62","20,06","17,53","16,14","417,00"
,"3,25",11/11/21 05:00,"11,06","2,79","20,11","17,63","16,17","417,00"
,"4,33",11/11/21 06:00,"10,48","3,71","20,37","18,05","16,44","417,00"
,"8,30",11/11/21 07:00,"10,79","5,50","22,79","20,31","18,84","417,00"
,"8,08",11/11/21 08:00,"11,90","5,27","22,93","20,65","18,91","417,00"
,"7,81",11/11/21 09:00,"12,77","5,01","23,01","20,88","18,87","417,00"
,"6,66",11/11/21 10:00,"13,29","3,94","22,82","20,46","18,70","417,00"
,"4,93",11/11/21 11:00,"14,13","3,73","22,86","20,58","18,77","417,00"
,"4,97",11/11/21 12:00,"14,74","3,71","22,94","20,55","18,80","417,00"
,"6,06",11/11/21 13:00,"15,10","3,30","22,97","20,58","18,82","417,00"
,"6,19",11/11/21 14:00,"14,90","3,37","23,04","20,63","18,85","417,00"
,"6,41",11/11/21 15:00,"13,98","3,47","23,06","20,87","18,91","417,00"
,"6,32",11/11/21 16:00,"12,55","3,43","22,92","20,70","18,80","417,00"
,"3,36",11/11/21 17:00,"11,74","0,93","21,39","18,92","17,75","417,00"
,"1,15",11/11/21 18:00,"11,08","0,12","20,12","16,72","16,48","417,00"
,"0,71",11/11/21 19:00,"11,07","0,13","19,79","16,21","16,05","417,00"
,"1,72",11/11/21 20:00,"10,45","1,12","20,05","16,92","16,10","417,00"
,"2,26",11/11/21 21:00,"10,42","1,74","19,93","16,98","15,97","417,00"
,"2,46",11/11/21 22:00,"10,25","2,00","20,01","17,26","16,06","417,00"
,"2,54",11/11/21 23:00,"9,77","2,26","19,88","17,14","16,08","417,00"
,"6,09",12/11/21 00:00,"1,16","5,68","18,99","16,60","15,92","417,00"
,"6,46",12/11/21 01:00,"1,43","6,25","18,83","16,67","15,77","417,00"
,"7,38",12/11/21 02:00,"1,40","6,97","18,96","16,79","15,73","417,00"
,"9,34",12/11/21 03:00,"0,91","8,94","19,83","19,18","16,53","417,00"
,"7,57",12/11/21 04:00,"0,87","7,17","19,71","18,88","16,61","417,00"
,"6,79",12/11/21 05:00,"-0,07","6,38","19,57","18,85","16,38","417,00"
,"8,28",12/11/21 06:00,"-0,44","7,80","19,46","18,42","16,16","417,00"
,"7,82",12/11/21 07:00,"-0,67","7,33","19,36","18,53","16,30","417,00"
,"7,63",12/11/21 08:00,"0,09","7,27","19,41","18,60","16,24","417,00"
,"6,01",12/11/21 09:00,"2,61","5,61","19,22","17,93","16,13","417,00"
,"4,38",12/11/21 10:00,"5,49","4,07","19,47","17,71","16,01","417,00"
,"3,52",12/11/21 11:00,"6,59","3,24","19,73","17,79","15,99","417,00"
,"3,60",12/11/21 12:00,"7,40","3,45","19,79","17,77","16,04","417,00"
,"3,73",12/11/21 13:00,"8,01","3,54","19,89","17,77","16,03","417,00"
,"3,19",12/11/21 14:00,"7,47","3,00","19,94","17,71","16,07","417,00"
,"3,50",12/11/21 15:00,"5,05","3,45","19,77","17,44","16,07","417,00"
,"4,79",12/11/21 16:00,"3,22","4,62","19,37","17,11","15,97","417,00"
,"6,03",12/11/21 17:00,"2,25","5,67","19,06","16,94","15,84","417,00"
,"7,36",12/11/21 18:00,"1,35","7,22","18,94","16,98","15,80","417,00"
,"7,55",12/11/21 19:00,"1,01","7,27","19,06","17,20","15,75","417,00"
,"6,00",12/11/21 20:00,"0,74","5,75","18,81","17,00","15,84","417,00"
,"6,22",12/11/21 21:00,"0,55","6,02","18,75","16,86","15,75","417,00"
,"8,21",12/11/21 22:00,"0,29","7,76","19,53","18,48","16,11","417,00"
,"7,59",12/11/21 23:00,"0,07","7,12","19,50","18,36","16,27","417,00"
,"2,59",13/11/21 00:00,"9,41","2,12","19,86","17,33","16,06","417,00"
,"2,75",13/11/21 01:00,"9,15","2,35","20,00","17,56","16,16","417,00"
,"3,26",13/11/21 02:00,"8,57","2,96","19,94","17,47","16,12","417,00"
,"2,63",13/11/21 03:00,"9,10","2,30","20,08","17,60","16,18","417,00"
,"2,79",13/11/21 04:00,"9,32","2,50","20,01","17,54","16,10","417,00"
,"3,27",13/11/21 05:00,"9,22","2,90","20,03","17,63","16,13","417,00"
,"3,42",13/11/21 06:00,"9,15","3,09","20,05","17,75","16,15","417,00"
,"2,93",13/11/21 07:00,"9,27","2,53","20,04","17,66","16,23","417,00"
,"2,86",13/11/21 08:00,"10,58","2,69","20,11","17,58","16,17","417,00"
,"2,94",13/11/21 09:00,"11,61","2,38","20,11","17,53","16,15","417,00"
,"2,67",13/11/21 10:00,"12,06","2,25","20,14","17,44","16,15","417,00"
,"2,59",13/11/21 11:00,"12,53","2,14","20,23","17,36","16,20","417,00"
,"2,59",13/11/21 12:00,"12,72","2,66","20,18","17,31","16,06","417,00"
,"2,35",13/11/21 13:00,"13,00","2,41","20,23","17,32","16,16","417,00"
,"2,85",13/11/21 14:00,"12,74","2,56","20,20","17,34","16,12","417,00"
,"2,65",13/11/21 15:00,"12,28","2,30","20,12","17,33","16,08","417,00"
,"2,49",13/11/21 16:00,"11,61","2,32","20,22","17,32","16,14","417,00"
,"2,71",13/11/21 17:00,"11,06","2,55","20,15","17,36","16,14","417,00"
,"2,88",13/11/21 18:00,"10,94","2,77","20,17","17,49","16,14","417,00"
,"3,15",13/11/21 19:00,"10,92","2,76","20,12","17,53","16,16","417,00"
,"2,70",13/11/21 20:00,"10,77","2,24","20,11","17,39","16,18","417,00"
,"2,63",13/11/21 21:00,"10,57","2,77","20,16","17,48","16,14","417,00"
,"2,87",13/11/21 22:00,"10,32","2,88","20,10","17,52","16,10","417,00"
,"3,06",13/11/21 23:00,"10,22","2,93","20,11","17,63","16,14","417,00"
,"2,78",14/11/21 00:00,"10,13","2,63","20,17","17,54","16,20","417,00"
,"2,72",14/11/21 01:00,"9,98","2,61","20,10","17,52","16,11","417,00"
,"3,21",14/11/21 02:00,"10,08","2,92","20,12","17,61","16,16","417,00"
,"2,94",14/11/21 03:00,"10,13","2,70","20,15","17,73","16,15","417,00"
,"2,79",14/11/21 04:00,"9,93","2,58","20,10","17,52","16,14","417,00"
,"2,93",14/11/21 05:00,"9,71","2,75","20,13","17,72","16,18","417,00"
,"2,99",14/11/21 06:00,"9,66","2,73","20,06","17,63","16,08","417,00"
,"3,18",14/11/21 07:00,"9,63","3,03","20,07","17,66","16,11","417,00"
,"2,75",14/11/21 08:00,"9,70","2,73","20,19","17,58","16,18","417,00"
,"2,84",14/11/21 09:00,"9,95","2,60","20,13","17,60","16,11","417,00"
,"3,09",14/11/21 10:00,"10,21","2,72","20,14","17,59","16,11","417,00"
,"2,82",14/11/21 11:00,"10,49","2,34","20,21","17,63","16,15","417,00"
,"2,58",14/11/21 12:00,"10,54","2,41","20,14","17,46","16,19","417,00"
,"2,90",14/11/21 13:00,"10,50","2,78","20,15","17,49","16,19","417,00"
,"3,06",14/11/21 14:00,"10,25","2,95","20,14","17,60","16,16","417,00"
,"2,99",14/11/21 15:00,"10,12","2,84","20,13","17,63","16,12","417,00"
,"2,64",14/11/21 16:00,"10,12","2,27","20,11","17,52","16,14","417,00"
,"3,07",14/11/21 17:00,"10,03","2,61","20,16","17,60","16,16","417,00"
,"2,88",14/11/21 18:00,"9,90","2,87","20,09","17,65","16,14","417,00"
,"3,24",14/11/21 19:00,"9,83","3,29","20,09","17,71","16,11","417,00"
,"2,74",14/11/21 20:00,"9,70","2,82","20,13","17,64","16,16","417,00"
,"3,20",14/11/21 21:00,"9,85","3,29","20,08","17,59","16,13","417,00"
,"3,07",14/11/21 22:00,"9,49","2,87","20,08","17,79","16,12","417,00"
,"3,69",14/11/21 23:00,"9,34","3,54","20,07","17,84","16,14","417,00"
,"3,06",15/11/21 00:00,"9,41","3,18","20,04","17,63","16,12","417,00"
,"2,87",15/11/21 01:00,"8,93","2,93","20,09","17,74","16,13","417,00"
,"3,46",15/11/21 02:00,"8,98","3,50","20,08","17,81","16,14","417,00"
,"3,03",15/11/21 03:00,"9,07","3,31","20,06","17,81","16,10","417,00"
,"3,16",15/11/21 04:00,"9,30","3,40","20,08","17,75","16,17","417,00"
,"3,29",15/11/21 05:00,"9,45","2,90","20,03","17,76","16,12","417,00"
,"4,41",15/11/21 06:00,"9,74","3,93","20,39","18,20","16,39","417,00"
,"9,24",15/11/21 07:00,"10,17","6,73","22,42","20,10","18,50","417,00"
,"9,45",15/11/21 08:00,"10,43","6,68","22,55","21,33","18,68","417,00"
,"7,86",15/11/21 09:00,"11,08","5,09","22,92","20,98","18,84","417,00"
,"7,73",15/11/21 10:00,"11,31","4,94","22,98","21,01","18,87","417,00"
,"5,28",15/11/21 11:00,"11,83","4,05","22,81","20,66","18,73","417,00"
,"5,62",15/11/21 12:00,"11,88","3,74","22,83","20,60","18,71","417,00"
,"6,47",15/11/21 13:00,"11,92","3,71","22,78","20,74","18,74","417,00"
,"6,68",15/11/21 14:00,"12,04","3,92","22,87","20,87","18,77","417,00"
,"7,16",15/11/21 15:00,"11,75","4,41","22,93","21,27","18,78","417,00"
,"6,36",15/11/21 16:00,"11,28","3,55","22,78","21,11","18,75","417,00"
,"3,20",15/11/21 17:00,"11,06","0,90","21,14","18,86","17,59","417,00"
,"0,69",15/11/21 18:00,"10,78","0,12","19,95","16,69","16,24","417,00"
,"1,15",15/11/21 19:00,"10,54","0,60","19,96","16,59","15,99","417,00"
,"1,76",15/11/21 20:00,"10,46","1,17","20,07","17,08","16,10","417,00"
,"2,40",15/11/21 21:00,"10,36","2,08","19,97","17,15","16,13","417,00"
,"2,18",15/11/21 22:00,"9,96","1,73","19,91","17,18","16,10","417,00"
,"2,66",15/11/21 23:00,"9,57","2,39","20,00","17,48","16,16","417,00"
,"2,63",16/11/21 00:00,"9,08","2,29","20,00","17,47","16,10","417,00"
,"2,61",16/11/21 01:00,"9,05","2,31","19,99","17,53","16,12","417,00"
,"3,02",16/11/21 02:00,"8,88","2,74","20,02","17,55","16,08","417,00"
,"3,42",16/11/21 03:00,"8,74","3,25","19,99","17,46","16,11","417,00"
,"2,98",16/11/21 04:00,"8,46","2,61","20,03","17,52","16,11","417,00"
,"3,06",16/11/21 05:00,"8,52","2,54","19,98","17,61","16,11","417,00"
,"4,61",16/11/21 06:00,"8,05","4,14","20,24","18,07","16,38","417,00"
,"9,26",16/11/21 07:00,"8,83","6,86","22,25","19,80","18,50","417,00"
,"8,42",16/11/21 08:00,"9,73","5,60","22,90","21,47","18,92","417,00"
,"7,13",16/11/21 09:00,"10,22","4,34","22,85","20,70","18,81","417,00"
,"6,81",16/11/21 10:00,"10,82","4,04","22,76","20,58","18,65","417,00"
,"5,64",16/11/21 11:00,"11,56","4,29","22,74","20,61","18,65","417,00"
,"5,78",16/11/21 12:00,"11,79","3,77","22,79","20,49","18,72","417,00"
,"6,60",16/11/21 13:00,"11,71","3,88","22,93","20,83","18,73","417,00"
,"6,41",16/11/21 14:00,"11,59","3,47","22,82","20,79","18,70","417,00"
,"6,58",16/11/21 15:00,"11,06","3,73","22,91","20,86","18,82","417,00"
,"6,52",16/11/21 16:00,"10,25","3,72","22,89","21,05","18,86","417,00"
,"3,55",16/11/21 17:00,"9,97","0,96","21,17","18,87","17,68","417,00"
,"0,69",16/11/21 18:00,"9,64","0,11","20,10","16,77","16,37","417,00"
,"0,69",16/11/21 19:00,"9,41","0,11","19,74","16,23","15,98","417,00"
,"1,79",16/11/21 20:00,"9,20","1,10","20,07","17,03","16,09","417,00"
,"1,78",16/11/21 21:00,"9,05","1,23","20,02","16,95","16,00","417,00"
,"2,44",16/11/21 22:00,"9,15","2,09","20,00","17,16","16,08","417,00"
,"2,02",16/11/21 23:00,"9,26","1,46","19,94","17,14","16,05","417,00"
,"2,63",17/11/21 00:00,"9,28","2,11","19,96","17,27","16,10","417,00"
,"2,88",17/11/21 01:00,"9,26","2,33","19,90","17,30","16,06","417,00"
,"2,33",17/11/21 02:00,"9,24","1,99","19,94","17,36","16,13","417,00"
,"2,57",17/11/21 03:00,"9,25","2,09","19,94","17,26","16,13","417,00"
,"2,90",17/11/21 04:00,"9,08","2,33","20,03","17,41","16,12","417,00"
,"3,07",17/11/21 05:00,"9,00","2,52","20,01","17,49","16,12","417,00"
,"5,47",17/11/21 06:00,"9,12","3,68","20,33","18,02","16,53","417,00"
,"8,20",17/11/21 07:00,"9,33","5,45","22,60","20,30","18,63","417,00"
,"6,85",17/11/21 08:00,"9,65","4,04","22,88","20,81","18,82","417,00"
,"7,01",17/11/21 09:00,"10,10","4,22","22,78","20,66","18,70","417,00"
,"7,09",17/11/21 10:00,"10,83","4,23","22,87","20,84","18,70","417,00"
,"6,39",17/11/21 11:00,"11,53","4,95","22,96","21,12","18,80","417,00"
,"5,81",17/11/21 12:00,"11,98","3,62","22,83","20,64","18,76","417,00"
,"6,22",17/11/21 13:00,"12,18","3,31","22,92","20,65","18,78","417,00"
,"6,20",17/11/21 14:00,"12,38","3,43","22,96","20,84","18,84","417,00"
,"6,21",17/11/21 15:00,"12,05","3,21","22,90","20,71","18,75","417,00"
,"6,23",17/11/21 16:00,"11,30","3,52","22,93","20,85","18,84","417,00"
,"3,48",17/11/21 17:00,"10,73","1,23","21,36","19,04","17,78","417,00"
,"0,69",17/11/21 18:00,"10,34","0,11","20,12","16,88","16,45","417,00"
,"0,68",17/11/21 19:00,"10,31","0,11","19,86","16,36","16,06","417,00"
,"1,77",17/11/21 20:00,"10,15","1,16","20,00","16,77","16,10","417,00"
,"1,36",17/11/21 21:00,"10,02","0,78","19,84","16,83","15,96","417,00"
,"2,35",17/11/21 22:00,"9,41","1,85","20,02","17,03","16,14","417,00"
,"1,99",17/11/21 23:00,"9,53","1,38","19,84","17,06","16,07","417,00"
,"2,64",18/11/21 00:00,"9,32","2,12","19,93","17,13","16,06","417,00"
,"2,24",18/11/21 01:00,"9,27","1,71","19,87","17,19","16,05","417,00"
,"2,92",18/11/21 02:00,"9,46","2,40","19,94","17,30","16,12","417,00"
,"3,16",18/11/21 03:00,"9,31","2,76","19,94","17,24","16,09","417,00"
,"2,87",18/11/21 04:00,"9,45","2,61","19,97","17,37","16,11","417,00"
,"3,13",18/11/21 05:00,"8,83","2,75","19,95","17,47","16,11","417,00"
,"5,12",18/11/21 06:00,"8,64","4,14","20,39","18,04","16,61","417,00"
,"8,89",18/11/21 07:00,"8,76","6,09","22,53","20,49","18,65","417,00"
,"7,22",18/11/21 08:00,"10,02","4,44","22,80","20,32","18,81","417,00"
,"6,66",18/11/21 09:00,"11,79","3,80","22,71","20,41","18,70","417,00"
,"6,52",18/11/21 10:00,"12,84","3,81","22,92","20,64","18,75","417,00"
,"5,58",18/11/21 11:00,"13,93","3,79","23,08","20,74","18,86","417,00"
,"4,70",18/11/21 12:00,"14,49","4,10","23,13","21,18","18,90","417,00"
,"5,43",18/11/21 13:00,"14,32","3,00","23,05","20,69","18,88","417,00"
,"6,00",18/11/21 14:00,"13,65","3,08","23,12","20,75","18,93","417,00"
,"6,04",18/11/21 15:00,"12,10","3,06","23,07","20,82","18,86","417,00"
,"6,02",18/11/21 16:00,"11,05","3,20","22,96","20,82","18,85","417,00"
,"3,25",18/11/21 17:00,"10,38","0,95","21,45","19,11","17,79","417,00"
,"0,71",18/11/21 18:00,"10,01","0,11","20,16","17,00","16,55","417,00"
,"0,69",18/11/21 19:00,"9,42","0,11","19,97","16,43","16,13","417,00"
,"1,01",18/11/21 20:00,"9,71","0,43","19,78","16,23","15,89","417,00"
,"1,41",18/11/21 21:00,"9,19","0,99","19,97","16,97","16,04","417,00"
,"1,87",18/11/21 22:00,"9,07","1,42","19,91","16,95","16,03","417,00"
,"2,67",18/11/21 23:00,"8,87","2,16","19,84","17,16","16,06","417,00"
,"2,31",19/11/21 00:00,"8,56","1,77","19,89","17,21","16,07","417,00"
,"2,35",19/11/21 01:00,"8,44","1,87","19,90","17,36","16,02","417,00"
,"3,00",19/11/21 02:00,"8,38","2,66","19,95","17,50","16,14","417,00"
,"3,25",19/11/21 03:00,"9,31","2,89","19,88","17,51","16,08","417,00"
,"3,08",19/11/21 04:00,"9,44","2,70","19,92","17,48","16,13","417,00"
,"3,33",19/11/21 05:00,"9,26","2,81","19,84","17,31","16,12","417,00"
,"4,92",19/11/21 06:00,"8,78","4,36","20,48","18,12","16,60","417,00"
,"9,55",19/11/21 07:00,"9,55","6,95","22,23","20,09","18,59","417,00"
,"9,18",19/11/21 08:00,"9,43","6,40","22,84","21,50","18,97","417,00"
,"9,42",19/11/21 09:00,"10,26","6,69","22,65","21,00","18,72","417,00"
,"6,56",19/11/21 10:00,"10,93","3,82","22,90","21,36","18,78","417,00"
,"4,69",19/11/21 11:00,"11,59","3,51","22,89","21,02","18,82","417,00"
,"4,59",19/11/21 12:00,"12,44","3,63","22,94","20,79","18,89","417,00"
,"5,98",19/11/21 13:00,"12,73","3,22","22,97","20,84","18,85","417,00"
,"5,96",19/11/21 14:00,"12,41","3,17","23,02","20,82","18,87","417,00"
,"5,97",19/11/21 15:00,"11,74","3,16","22,99","20,82","18,87","417,00"
,"6,50",19/11/21 16:00,"10,73","3,61","22,88","21,02","18,81","417,00"
,"3,15",19/11/21 17:00,"9,89","0,83","21,13","19,07","17,69","417,00"
,"0,65",19/11/21 18:00,"9,64","0,11","20,08","16,87","16,41","417,00"
,"1,15",19/11/21 19:00,"9,62","0,60","19,74","16,48","16,04","417,00"
,"1,36",19/11/21 20:00,"9,22","0,86","19,81","16,95","15,99","417,00"
,"2,40",19/11/21 21:00,"9,23","1,99","19,84","17,15","16,02","417,00"
,"2,92",19/11/21 22:00,"8,97","2,48","19,79","17,39","16,09","417,00"
,"2,69",19/11/21 23:00,"9,05","2,12","19,72","17,21","16,13","417,00"
,"3,03",20/11/21 00:00,"8,97","2,53","19,78","17,39","16,10","417,00"
,"3,69",20/11/21 01:00,"8,84","3,15","19,78","17,50","16,14","417,00"
,"3,43",20/11/21 02:00,"8,68","3,00","19,71","17,36","16,08","417,00"
,"3,24",20/11/21 03:00,"8,45","2,82","19,68","17,18","16,16","417,00"
,"4,04",20/11/21 04:00,"8,26","3,78","19,60","17,36","16,14","417,00"
,"4,09",20/11/21 05:00,"8,01","3,66","19,76","17,48","16,16","417,00"
,"3,80",20/11/21 06:00,"7,82","3,36","19,61","17,31","16,12","417,00"
,"4,38",20/11/21 07:00,"7,90","3,92","19,75","17,76","16,11","417,00"
,"3,87",20/11/21 08:00,"8,36","3,36","19,65","17,39","16,11","417,00"
